ID|Kraj|Kod|Miasto|Ulica|NrDomu|NrLokalu|Wojewodztwo|Powiat|Gmina
A1728663|PL|42-226[42-225]|Częstochowa|ul. przeora Augustyna  Kordeckiego[O.A.Kordeckiego]|2||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1729864|PL|43-512|Bestwinka|ul. ks. Czesława  Adamaszka[Ks.Cz.Adamaszka]|7||ŚLĄSKIE[]|bielski[]|Bestwina[]
A1729919|PL|44-241[44-240]|Żory|os. księcia Władysława[OS.KS.WŁADYSŁAWA]|2H|5|ŚLĄSKIE|Żory|Żory
A1730799|PL|30-608|Kraków[KRAKOW]|ul. s. Faustyny[Faustyny]|3||MAŁOPOLSKIE|Kraków|Kraków
A1731411|PL|85-806|Bydgoszcz|al. prez. RP Lecha  Kaczyńskiego[Aleje Prezydenta Lecha Kaczyńskiego]|33|34|KUJAWSKO-POMORSKIE[]|Bydgoszcz[]|Bydgoszcz[]
A1731941|PL|23-300|Janów Lubelski|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|10||LUBELSKIE[]|janowski[]|Janów Lubelski[]
A1732019|PL|41-260|Sławków|ul. gen. Władysława  Sikorskiego[Gen. Wł. Sikorskiego]|3||ŚLĄSKIE|będziński|Sławków
A1732383|PL|44-241[44-240]|Żory|os. księcia Władysława[os. Ks. Władysława]|10c|11|ŚLĄSKIE|Żory|Żory
A1732522|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|11|25|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1733776|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[galla]|3|4|MAŁOPOLSKIE|Kraków|Kraków
A1733884|PL|31-519|Kraków|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks. Skorupki]|10|1|MAŁOPOLSKIE|Kraków|Kraków
A1733925|PL|34-604[34-606]|Stronie||214||MAŁOPOLSKIE[]|limanowski[]|Łukowica[]
A1734277|PL|41-909|Bytom|ul. św. Cyryla Metodego[ul. Cyryla i Metodego]|26a|10|ŚLĄSKIE|Bytom|Bytom
A1734754|PL|34-600|Limanowa|ul. Władysława  Sikorskiego[Generała Sikorskiego]|55||MAŁOPOLSKIE[]|limanowski[]|Limanowa[]
A1734873|PL|32-700|Bochnia|ul. ks. Stanisława  Staszica[Ks. St. Staszica]|10||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1735146|PL|32-651|Nowa Wieś|ul. św. królowej Jadwigi[ul. Królowej Jadwigi]|30||MAŁOPOLSKIE[]|oświęcimski[]|Kęty[]
A1735262|PL|38-400|Krosno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Stefana Wyszyńskiego]|103||PODKARPACKIE[]|Krosno[]|Krosno[]
A1735549|PL|31-543|Kraków|ul. płk Francesca  Nulla[Płk. Fr. Nullo]|13|42|MAŁOPOLSKIE|Kraków|Kraków
A1735619|PL|08-300|Sokołów Podlaski[Sokołów Podlski]|ul. św. Jana  Bosco[ks.bosco]|8|19|MAZOWIECKIE[]|sokołowski[]|Sokołów Podlaski[]
A1735913|PL|33-111|Koszyce Wielkie|ul. ks. Stanisława  Kędronia[Ks. St. Kędronia]|43||MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1736043|PL|34-371|Ujsoły|ul. ks. prał.   Piotrowskiego[Ks.Pr. J. Piotrowskiego]|80||ŚLĄSKIE[]|żywiecki[]|Ujsoły[]
A1736093|PL|38-211[38-200]|Jabłonica||44a||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1736104|PL|21-100|Lubartów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Księdza Jerzego Popiełuszki]|11|29|LUBELSKIE[]|lubartowski[]|Lubartów[]
A1736286|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|86|29|PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1736367|PL|40-723|Katowice|ul. ks. bp Teofila  Bromboszcza[Biskupa Bromboszcza]|14|18|ŚLĄSKIE[]|Katowice[]|Katowice[]
A1736369|PL|22-300|Krasnystaw|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|24||LUBELSKIE[]|krasnostawski[]|Krasnystaw[]
A1736838|PL|37-710|Żurawica|ul. św. papieża Jana Pawła II[Ojca Świętego Jana Pawła II]|21||PODKARPACKIE[]|przemyski[]|Żurawica[]
A1737832|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[kard.Wyszyńskiego]|9|61|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1738080|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|36|64|PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1738150|PL|44-373|Wodzisław Śląski|ul. ks. Hugona  Kołłątaja[Hugo Kołłątaja]|84||ŚLĄSKIE[]|wodzisławski[]|Wodzisław Śląski[]
A1738578|PL|32-823|Szczepanów|ul. ks. Stanisława  Stojałowskiego[Ks. St. Stojałowskiego]|87||MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1739561|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os.Wł.Łokietka]|21|1|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1739820|PL|44-300|Wodzisław Śląski|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|79|15|ŚLĄSKIE[]|wodzisławski[]|Wodzisław Śląski[]
A1740964|PL|23-100|Bychawa|ul. marsz. Józefa  Piłsudskiego[M.Piłsudskiego]|36/14||LUBELSKIE[]|lubelski[]|Bychawa[]
A1741168|PL|31-060|Kraków|ul. św. Wawrzyńca[Wawrzyńca]|15|35|MAŁOPOLSKIE|Kraków|Kraków
A1741643|PL|05-500|Piaseczno|ul. Okulickiego[gen.L.Okulickiego]|7|9|MAZOWIECKIE[]|piaseczyński[]|Piaseczno[]
A17441|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Galla]|2|12|MAŁOPOLSKIE|Kraków|Kraków
A1744491|PL|50-334|Wrocław|ul. Mikołaja Sępa Szarzyńskiego[Mikołaja Sępa-Szarzyńskiego]|66|12|DOLNOŚLĄSKIE[]|Wrocław[]|Wrocław[]
A1745564|PL|05-510[05-520]|Konstancin-Jeziorna|ul. Zenona  Przesmyckiego  Miriama[Z.M.Przesmyckiego]|29||MAZOWIECKIE[]|piaseczyński[]|Konstancin-Jeziorna[]
A1746221|PL|37-450|Stalowa Wola|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Jerzego Popiełuszki]|16||PODKARPACKIE[]|stalowowolski[]|Stalowa Wola[]
A1746397|PL|31-046|Kraków|ul. św. Gertrudy[Gertrudy]|8|2|MAŁOPOLSKIE|Kraków|Kraków
A1747186|PL|15-888|Białystok|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard.St.Wyszyńskiego]|2/1/5||PODLASKIE[]|Białystok[]|Białystok[]
A1747476|PL|80-251|Gdańsk|ul. Stefana  Batorego[S.Batorego]|32C|7|POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1748421|PL|32-050|Skawina|ul. Stanisława  Wyspiańskiego[S.Wyspiańskiego]|2||MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1751150|PL|21-010|Łęczna|ul. Stefanii  Pawlak[S.PAWLAK]|16||LUBELSKIE|łęczyński|Łęczna
A1751350|PL|01-318|Warszawa|ul. Stanisława  Szobera[S.SZOBERA]|4|23|MAZOWIECKIE|Warszawa|Warszawa[BEMOWO]
A1752733|PL|38-400|Krosno|ul. Stefana  Batorego[S.BATOREGO]|21|12|PODKARPACKIE|Krosno|Krosno
A1752746|PL|77-100|Rzepnica|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. Jerzego Popiełuszki]|11||POMORSKIE[]|bytowski[]|Bytów[]
A1752776|PL|34-300|Żywiec|ul. ks. prał. Stanisława  Słonki[Ks.Pr.St.Słonki]|54||ŚLĄSKIE[]|żywiecki[]|Żywiec[]
A1753030|PL|53-209|Wrocław|ul. Stefana  Szolc Rogozińskiego[S.SZOLC-ROGOZIŃSKIEGO]|3||DOLNOŚLĄSKIE|Wrocław|Wrocław
A1753521|PL|34-400|Nowy Targ|ul. św. Anny[ul. Anny]|88||MAŁOPOLSKIE|nowotarski|Nowy Targ
A1754120|PL|31-111|Kraków|al. hr. Zygmunta  Krasińskiego[A.Krasińskiego]|17|1|MAŁOPOLSKIE|Kraków|Kraków
A1754473|PL|02-972|Warszawa|ul. kard. prym. Augusta  Hlonda[Ks.Pr.A.Hlonda]|10F|129|MAZOWIECKIE|Warszawa|Warszawa[URSYNÓW]
A1754912|PL|61-581|Poznań|ul. ks. o. Jakuba  Wujka[Ks.Jakuba Wujka]|15|17|WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1754916|PL|11-440|Reszel|ul. abp Ignacego  Krasickiego[J.Krasickiego]|4|7|WARMIŃSKO-MAZURSKIE[]|kętrzyński[]|Reszel[]
A1755308|PL|40-389|Katowice|ul. ks. mjr Karola  Woźniaka[kSIĘDZA wOŹNIAKA]|5||ŚLĄSKIE[]|Katowice[]|Katowice[]
A1755438|PL|35-330|Rzeszów|ul. św. Rocha[Rocha 184]|184[]||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1756255|PL|59-300[59-311]|Lubin||69g||DOLNOŚLĄSKIE[]|lubiński[]|Lubin[]
A1756483|PL|94-118|Łódź|ul. Jasia Małgosi[Jasia i Małgosi]|10||ŁÓDZKIE[]|Łódź[]|Łódź[]
A1756695|PL|23-300|Janów Lubelski|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|28||LUBELSKIE[]|janowski[]|Janów Lubelski[]
A1756876|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|15|50|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1757658|PL|43-100|Tychy|ul. Krzyżowskich   Rodzeństwa[Rodzeństwa Krzyżowskich]|58|8|ŚLĄSKIE[]|Tychy[]|Tychy[]
A1757792|PL|39-451|Skopanie|ul. płk Witolda  Pileckiego[Rotmistrza Pileckiego]|4||PODKARPACKIE[]|tarnobrzeski[]|Baranów Sandomierski[]
A1758430|PL|38-400|Krosno|ul. ks. Stanisława  Decowskiego[St. Decowskiego]|116a||PODKARPACKIE|Krosno|Krosno
A1758717|PL|43-173|Łaziska Górne|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|1|13|ŚLĄSKIE[]|mikołowski[]|Łaziska Górne[]
A1759119|PL|41-219|Sosnowiec|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks.J.Popiełuszki]|21||ŚLĄSKIE[]|Sosnowiec[]|Sosnowiec[]
A1759210|PL|81-402|Gdynia|ul. ks. bp Konstantyna  Dominika[Biskupa Dominika]|10|10|POMORSKIE[]|Gdynia[]|Gdynia[]
A1759939|PL|38-420|Korczyna|ul. św. bp Józefa Sebastiana Pelczara[Biskupa Pelczara]|15||PODKARPACKIE[]|krośnieński[]|Korczyna[]
A1760035|PL|30-010|Kraków|ul. Antoniego  Augustynka Wichury[Augustynka-Wichury]|14|44|MAŁOPOLSKIE|Kraków|Kraków
A1760418|PL|35-328|Rzeszów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. J. Popiełuszki]|8|89|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1761420|PL|38-211[38-200]|Jabłonica||164||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1761535|PL|43-200|Pszczyna|ul. ks. bp Bernarda  Bogedaina[Biskupa Bogedaina]|5|5|ŚLĄSKIE[]|pszczyński[]|Pszczyna[]
A1761548|PL|35-304|Rzeszów|ul. kard. Karola  Wojtyły[K.K.Wojtyły]|111||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1761686|PL|31-515|Kraków|ul. ks. bp Władysława  Bandurskiego[ks.Bandurskiego]|22|2|MAŁOPOLSKIE|Kraków|Kraków
A1762004|PL|51-610|Wrocław|ul. Stanisława  Moniuszki[S.MONIUSZKI]|4||DOLNOŚLĄSKIE|Wrocław|Wrocław
A1762714|PL|31-711|Kraków|ul. Jasia Małgosi[Jasia i Małgosi]|20||MAŁOPOLSKIE|Kraków|Kraków
A1763376|PL|63-000|Środa Wielkopolska|ul. Głowackiego[B.Głowackiego]|2|1|WIELKOPOLSKIE[]|średzki[]|Środa Wielkopolska[]
A1764018|PL|60-461|Poznań|ul. Iwana  Bunina[J.BUNINA]|4||WIELKOPOLSKIE|Poznań|Poznań
A1764671|PL|43-300|Bielsko-Biała|ul. ks. Stanisława  Brzóski[KS.ST.BRZÓSKI]|115B||ŚLĄSKIE|Bielsko-Biała|Bielsko-Biała
A1765841|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[ul.Galla 1B/3]|1B/3[]||MAŁOPOLSKIE|Kraków|Kraków
A1766335|PL|41-803|Zabrze|ul. Stefana  Okrzei[S.Okrzei]|2|8|ŚLĄSKIE[]|Zabrze[]|Zabrze[]
A1768050|PL|01-954|Warszawa|ul. Samuela Bogumiła Lindego[S.B.Lindego]|12|13|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1768483|PL|37-310|Nowa Sarzyna|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|2||PODKARPACKIE[]|leżajski[]|Nowa Sarzyna[]
A1768496|PL|59-225|Chojnów|ul. króla Władysława I Łokietka[Wł. Łokietka]|4||DOLNOŚLĄSKIE[]|legnicki[]|Chojnów[]
A1768619|PL|42-202[42-201]|Częstochowa[CZESTOCHOWA]|ul. św. Rocha[Rocha]|32||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1769098|PL|62-200|Gniezno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul.ks.Kard.S.Wyszyńskiego 38]|38[]||WIELKOPOLSKIE[]|gnieźnieński[]|Gniezno[]
A1769840|PL|36-054[36-072]|Rudna Mała||481||PODKARPACKIE[]|rzeszowski[]|Głogów Małopolski[]
A1770554|PL|42-217[42-200]|Częstochowa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|2||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1771042|PL|20-631|Lublin|ul. Balcera[Pana Balcera]|1|275|LUBELSKIE[]|Lublin[]|Lublin[]
A1771247|PL|30-320|Kraków|ul. ks. Stefana  Pawlickiego[S.Pawlickiego]|2|12|MAŁOPOLSKIE|Kraków|Kraków
A1771538|PL|31-564|Kraków|ul. Stanisława  Jachowicza[S.JACHOWICZA]|1A||MAŁOPOLSKIE|Kraków|Kraków
A1772090|PL|03-901|Warszawa|al. księcia Józefa  Poniatowskiego[AL.KS.J.PONIATOWSKIEGO]|1|01.045|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1772175|PL|32-050|Skawina|ul. płk Witolda  Pileckiego[ROTMISTRZA WITOLDA PILECKIEGO]|3||MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1772445|PL|38-400|Krosno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard.St.Wyszyńskiego]|28||PODKARPACKIE[]|Krosno[]|Krosno[]
A1773182|PL|02-795|Warszawa|ul. Stanisława  Kazury[ST.KAZURY]|2A|5|MAZOWIECKIE|Warszawa|Warszawa[URSYNÓW]
A1773388|PL|32-600|Oświęcim|ul. Stanisławy  Leszczyńskiej[ST.LESZCZYŃSKIEJ]|12||MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1774627|PL|25-311|Kielce|ul. św. Leonarda[Leonarda]|1|18|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1776637|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|2|18|MAŁOPOLSKIE|Kraków|Kraków
A1776904|PL|39-400|Tarnobrzeg|ul. Marii  Skłodowskiej Curie[ul. M.C.Skłodowskiej]|7||PODKARPACKIE|Tarnobrzeg|Tarnobrzeg
A1777081|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|6||PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1777385|PL|70-453|Szczecin|al. św. papieża Jana Pawła II[AL.Papieża Jana Pawła II]|22A||ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1777692|PL|44-100[44-114]|Gliwice|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul. Prymasa Stefana Wyszyńskiego]|11||ŚLĄSKIE|Gliwice|Gliwice
A1778161|PL|97-400|Bełchatów|ul. ks. kap. hm. Ignacego Jana Skorupki[ks. I. Skorupki]|6||ŁÓDZKIE[]|bełchatowski[]|Bełchatów[]
A1778169|PL|40-723|Katowice|ul. ks. bp Teofila  Bromboszcza[Biskupa Bromboszcza]|14|18|ŚLĄSKIE|Katowice|Katowice
A1778424|PL|22-600|Tomaszów Lubelski|ul. Zenona  Jachymka  Wiktora["ul. Jachymka ""Wiktora"""]|4a||LUBELSKIE|tomaszowski|Tomaszów Lubelski
A1778538|PL|38-400|Krosno|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. Jerzego Popiełuszki]|8||PODKARPACKIE[]|Krosno[]|Krosno[]
A1778592|PL|37-600|Lubaczów|ul. płk Stanisława  Dąbka[Gen. Dąbka]|59||PODKARPACKIE[]|lubaczowski[]|Lubaczów[]
A1778845|PL|30-128|Kraków|ul. Stanisława  Przybyszewskiego[St. Przybyszewskiego]|68|17|MAŁOPOLSKIE|Kraków|Kraków
A1778998|PL|37-564[37-560]|Jodłówka[Jodłowka]||208a||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1779748|PL|32-447|Siepraw|ul. św. Michała     Archanioła[ul. Michała Archanioła]|25||MAŁOPOLSKIE|myślenicki|Siepraw
A1779838|PL|30-136|Kraków|ul. Drzymały[Michała Drzymały]|13||MAŁOPOLSKIE|Kraków|Kraków
A1779932|PL|39-451|Skopanie|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. Jerzego Popiełuszki]|5||PODKARPACKIE[]|tarnobrzeski[]|Baranów Sandomierski[]
A1780108|PL|40-282|Katowice|ul. gen. Władysława  Sikorskiego[Gen. Wł. Sikorskiego]|18|22|ŚLĄSKIE[]|Katowice[]|Katowice[]
A1780207|PL|80-272|Gdańsk|ul. ks. dr Bernarda  Sychty[ks. Bernarda Sychty]|5|5|POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1780630|PL|38-300|Gorlice|ul. Władysława  Sikorskiego[Wł. Sikorskiego]|68A||MAŁOPOLSKIE[]|gorlicki[]|Gorlice[]
A1780905|PL|32-064|Rudawa|ul. św. Maksymiliana Marii Kolbego[Ojca Maksymiliana Kolbego]|21||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1781248|PL|32-800|Mokrzyska|ul. s. Katarzyny  Przybytniak[Siostry Katarzyny]|1||MAŁOPOLSKIE|brzeski|Brzesko
A1781755|PL|32-700|Bochnia|ul. ks. Władysława  Kuca[Ks. Wł. Kuca]|81||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1781971|PL|38-200|Jasło|ul. św. s. Marii Faustyny Kowalskiej[św. Faustyny Kowalskiej]|6a||PODKARPACKIE[]|jasielski[]|Jasło[]
A1782411|PL|34-122|Nidek|ul. św. papieża Jana Pawła II[św. Jana Pawła II]|43||MAŁOPOLSKIE[]|wadowicki[]|Wieprz[]
A1782512|PL|32-651|Nowa Wieś|ul. Władysława Stanisława Reymonta[Wł.Reymonta]|11||MAŁOPOLSKIE[]|oświęcimski[]|Kęty[]
A1782633|PL|23-300|Janów Lubelski|ul. Wincentego  Sowy  Visa[Sowy Wincentego]|30||LUBELSKIE[]|janowski[]|Janów Lubelski[]
A1782914|PL|32-327[32-300]|Zawada||101||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1783038|PL|38-211[38-200]|Jabłonica||33||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1783291|PL|33-300|Nowy Sącz|ul. św. Kunegundy[Kunegundy]|45|b/4|MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1783341|PL|32-551|Jankowice|ul. ks. Hugona  Kołłątaja[Hugo Kołłątaja]|16A||MAŁOPOLSKIE[]|chrzanowski[]|Babice[]
A1783350|PL|31-999|Kraków|ul. Józefa  Sawy Calińskiego[ul. Sawy-Calińskiego]|37||MAŁOPOLSKIE|Kraków|Kraków
A1783465|PL|37-700|Przemyśl|ul. gen. Władysława  Andersa[Gen. Wł. Andersa]|5 B||PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1783653|PL|39-300|Mielec|ul. Drzewieckiego[Stefana Drzewieckiego]|31|20|PODKARPACKIE[]|mielecki[]|Mielec[]
A1783699|PL|33-300|Nowy Sącz|ul. św. Kunegundy[Kunegundy]|29|1|MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1783702|PL|34-424|Maruszyna|ul. św. Stanisława  Kostki[świętego Stanisława]|11||MAŁOPOLSKIE[]|nowotarski[]|Szaflary[]
A1783704|PL|38-400|Krosno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. St. Wyszyńskiego]|28||PODKARPACKIE[]|Krosno[]|Krosno[]
A1783734|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Księdza Jerzego Popiełuszki]|4|60|MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1784451|PL|00-546|Warszawa|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks. I. Skorupki]|5||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1784617|PL|30-059|Kraków|ul. Władysława Stanisława Reymonta[W.St.Reymonta]|22||MAŁOPOLSKIE|Kraków|Kraków
A1784708|PL|83-110|Tczew|ul. księcia Świętopełka[Świętopełka]|10||POMORSKIE[]|tczewski[]|Tczew[]
A1785103|PL|41-219[41-200]|Sosnowiec|ul. Stefana  Okrzei[S.Okrzei]|30|4|ŚLĄSKIE[]|Sosnowiec[]|Sosnowiec[]
A1785518|PL|38-400|Krosno|ul. Stefana  Batorego[St.Batorego]|21|30|PODKARPACKIE[]|Krosno[]|Krosno[]
A1785650|PL|32-435[32-432]|Krzczonów||22||MAŁOPOLSKIE[]|myślenicki[]|Tokarnia[]
A1785883|PL|37-450|Stalowa Wola|ul. Stanisławy  Koper[St.Koper]|5|14|PODKARPACKIE[]|stalowowolski[]|Stalowa Wola[]
A1786423|PL|30-611|Kraków|ul. Stanisława  Stojałowskiego[St.Stojałowskiego]|15|23|MAŁOPOLSKIE|Kraków|Kraków
A1786830|PL|31-711|Kraków|ul. króla Władysława II Jagiełły[Wł.Jagiełły]|8||MAŁOPOLSKIE|Kraków|Kraków
A1786899|PL|30-798|Kraków|ul. Henryka i Karola Czeczów[H.K.Czeczów]|38|107|MAŁOPOLSKIE|Kraków|Kraków
A1787541|PL|!90-532[90-532]|Łódź|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks. Skorupki]|21||ŁÓDZKIE[]|Łódź[]|Łódź[]
A1788238|PL|30-513|Kraków|ul. Smolki[Stanisława Smolki]|8|2|MAŁOPOLSKIE|Kraków|Kraków
A1788884|PL|31-519|Kraków|ul. ks. kap. hm. Ignacego Jana Skorupki[KS.SKORUPKI]|20|1|MAŁOPOLSKIE|Kraków|Kraków
A1789123|PL|34-480[34-460]|Zawodzie||11a||MAŁOPOLSKIE[]|nowotarski[]|Jabłonka[]
A1789210|PL|84-215[84-200]|Gowino|ul. Stefana  Kisielewskiego  Kisiela[St.Kisielewskiego]|20||POMORSKIE[]|wejherowski[]|Wejherowo[]
A1789458|PL|05-816|Reguły|ul. Stanisława  Bodycha[St.Bodycha]|73||MAZOWIECKIE[]|pruszkowski[]|Michałowice[]
A1789681|PL|50-305|Wrocław|ul. Stefana  Jaracza[S.JARACZA]|80A|5|DOLNOŚLĄSKIE|Wrocław|Wrocław
A1789825|PL|00-546|Warszawa|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks.I.Skorupki]|5||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1790301|PL|71-480|Szczecin|ul. księcia Borysa[Ks. Borysa]|13||ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1792055|PL|02-972|Warszawa|ul. kard. prym. Augusta  Hlonda[Ks.Prymasa Augusta Hlonda]|10G|21|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1792072|PL|38-400|Krosno|ul. ks. Stanisława  Decowskiego[Ks.St.Decowskiego]|52||PODKARPACKIE[]|Krosno[]|Krosno[]
A1792246|PL|61-581|Poznań|ul. ks. o. Jakuba  Wujka[Ks. Jakuba Wujka]|9|11|WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1792261|PL|90-249|Łódź|ul. Stefana  Jaracza[ul.S.Jaracza 45]|45[]||ŁÓDZKIE[]|Łódź[]|Łódź[]
A1793379|PL|15-167|Białystok|ul. Władysława  Wysockiego[Wł. Wysockiego]|94||PODLASKIE[]|Białystok[]|Białystok[]
A1793383|PL|97-400|Bełchatów|ul. św. s. Marii Faustyny Kowalskiej[Św.Faustyny Kowalskiej]|9||ŁÓDZKIE[]|bełchatowski[]|Bełchatów[]
A1794011|PL|05-500|Piaseczno|ul. Okulickiego[Gen.L.Okulickiego]|7|9|MAZOWIECKIE[]|piaseczyński[]|Piaseczno[]
A1794504|PL|32-064|Rudawa|ul. płk Stanisława  Zielonki[płk.St.Zielonki]|3||MAŁOPOLSKIE|krakowski|Zabierzów
A1794561|PL|21-543|Konstantynów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[K.St. Wyszyńskiego]|2||LUBELSKIE[]|bialski[]|Konstantynów[]
A1796642|PL|32-100|Proszowice|ul. Adama  Grzymały Siedleckiego[ul. Grzymały-Siedleckiego]|2||MAŁOPOLSKIE|proszowicki|Proszowice
A1802064|PL|39-300|Mielec|ul. św. br. Alberta[Brata Alberta]|43B||PODKARPACKIE|mielecki|Mielec
A1802498|PL|30-499[30-435]|Kraków|ul. ks. Franciszka  Maja[Ks. Fr. Maja]|49||MAŁOPOLSKIE|Kraków|Kraków
A1802909|PL|20-425|Lublin|ul. Xawerego  Dunikowskiego[KSAWEREGO DUNIKOWSKIEGO]|19A/18||LUBELSKIE[]|Lublin[]|Lublin[]
A1802959|PL|93-347|Łódź|ul. Stanisławy  Leszczyńskiej[S.LESZCZYŃSKIEJ]|14/16|34|ŁÓDZKIE|Łódź|Łódź
A1803097|PL|31-519|Kraków|ul. ks. kap. hm. Ignacego Jana Skorupki[ks.I.J.Skorupki]|22||MAŁOPOLSKIE|Kraków|Kraków
A1803376|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|80|1|PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1803670|PL|39-300|Mielec|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|6B|7|PODKARPACKIE[]|mielecki[]|Mielec[]
A1803923|PL|30-444|Libertów|ul. św. Floriana[Floriana]|40|D|MAŁOPOLSKIE[]|krakowski[]|Mogilany[]
A1804169|PL|34-400|Nowy Targ|ul. św. Anny[ul. Anny]|144||MAŁOPOLSKIE|nowotarski|Nowy Targ
