Komunikat|ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1351397|25-549|KIELCE|Toporowskiego|83|83|ŚWIĘTOKRZYSKIE||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1351486|25-546|KIELCE|Toporowskiego|34|58|ŚWIĘTOKRZYSKIE|KIELCE|KIELCE
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1304574|25-547|KIELCE|Toporowskiego|71|34|ŚWIĘTOKRZYSKIE|KIELCE|KIELCE
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1438260|25-549|KIELCE|Toporowskiego|67|5|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|ZA1351486|25-546|KIELCE|Toporowskiego|34|58|ŚWIĘTOKRZYSKIE|KIELCE|KIELCE
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1629551|25-547|KIELCE|Toporowskiego|79|28|ŚWIĘTOKRZYSKIE|KIELCE|KIELCE
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|TU1351486|25-546|KIELCE|Toporowskiego|34|58|ŚWIĘTOKRZYSKIE|KIELCE|KIELCE
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1657663|25-533|Kielce|Toporowskiego|16|3|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1658316|25-546|Kielce|Toporowskiego|34||||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1697678|25-549|KIELCE|Toporowskiego|79|8|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1709889|25-546|Kielce|Toporowskiego|51|18 a|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1710619|25-549|Kielce|Toporowskiego|63 B||||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1711360|25-533|Kielce|Toporowskiego|17|13|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1736637|25-549|Kielce|Toporowskiego|81|24|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1737495|25-549|Kielce|Toporowskiego|81|57|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1778214|25-549|Kielce|Toporowskiego|67|21|||
Błędna nazwa ulicy 'Toporowskiego'/'toporowskiego'/Szukana ulica: 'Toporowskiego',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A1780031|25-549|Kielce|Toporowskiego|73|51|||
Błędna nazwa ulicy 'TOPOROWSKIEGO'/'toporowskiego'/Szukana ulica: 'TOPOROWSKIEGO',Znormalizowana: 'toporowskiego',Ulica NIE istnieje w bazie TERYT|A31342506|25-553|KIELCE|TOPOROWSKIEGO|98||||
Błędna nazwa ulicy 'Toporzysko'/'toporzysko'/Szukana ulica: 'Toporzysko',Znormalizowana: 'toporzysko',Ulica NIE istnieje w bazie TERYT|A1204847|34-785|JORDANOW|Toporzysko|49||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Torfowa 9/6'/'torfowa 9/6'/Szukana ulica: 'Torfowa 9/6',Znormalizowana: 'torfowa 9/6',Ulica NIE istnieje w bazie TERYT|A1706606|30-384|KRAKÓW|Torfowa 9/6|9|6|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Tow.Szkoły Ludowej'/'szkoly ludowej'/Szukana ulica: 'Tow.Szkoły Ludowej',Znormalizowana: 'szkoly ludowej',Ulica NIE istnieje w bazie TERYT|A1351333|43-300|BIELSKO BIAŁA|Tow.Szkoły Ludowej|15|10|ŚLĄSKIE||
Błędna nazwa ulicy 'Towarowazka'/'towarowazka'/Szukana ulica: 'Towarowazka',Znormalizowana: 'towarowazka',Ulica NIE istnieje w bazie TERYT|A1445487|00-811|WARSZAWA|Towarowazka|2||||
Błędna nazwa ulicy 'Towarzystwa Szkoły'/'towarzystwa szkoly'/Szukana ulica: 'Towarzystwa Szkoły',Znormalizowana: 'towarzystwa szkoly',Ulica NIE istnieje w bazie TERYT|A1616009|43-300|Bielsko-Biała|Towarzystwa Szkoły|L||||
Błędna nazwa ulicy 'Tr.SNP'/'snp'/Szukana ulica: 'Tr.SNP',Znormalizowana: 'snp',Ulica NIE istnieje w bazie TERYT|A1435786|04-011|KOSZYCE|Tr.SNP|42||||
Błędna nazwa ulicy 'Traczowa'/'traczowa'/Szukana ulica: 'Traczowa',Znormalizowana: 'traczowa',Ulica NIE istnieje w bazie TERYT|A1831038|34-235|Bystra Podhalańska|Traczowa|292||||
Błędna nazwa ulicy 'Trakt Świętego Wojciecha'/'trakt wojciecha'/Szukana ulica: 'Trakt Świętego Wojciecha',Znormalizowana: 'trakt wojciecha',Ulica NIE istnieje w bazie TERYT|A1676502|80-044|GDAŃSK|Trakt Świętego Wojciecha|29||||
Błędna nazwa ulicy 'Trasa Prez. Wł. Raczkiewicza'/'trasa prez. wl. raczkiewicza'/Szukana ulica: 'Trasa Prez. Wł. Raczkiewicza',Znormalizowana: 'trasa prez. wl. raczkiewicza',Ulica NIE istnieje w bazie TERYT|A1983910|87-100|TORUŃ|Trasa Prez. Wł. Raczkiewicza|1||||
Błędna nazwa ulicy 'Traugutta 8 /'/'traugutta 8 /'/Szukana ulica: 'Traugutta 8 /',Znormalizowana: 'traugutta 8 /',Ulica NIE istnieje w bazie TERYT|A1349600|26-200|KOŃSKIE|Traugutta 8 / 10|||ŚWIĘTOKRZYSKIE||
Błędna nazwa ulicy 'Trawinki-Kolonia'/'trawinki-kolonia'/Szukana ulica: 'Trawinki-Kolonia',Znormalizowana: 'trawinki-kolonia',Ulica NIE istnieje w bazie TERYT|A1952998|21-044|TRAWINKI|Trawinki-Kolonia|7A||||
Błędna nazwa ulicy 'Trawniki kolonia'/'trawniki kolonia'/Szukana ulica: 'Trawniki kolonia',Znormalizowana: 'trawniki kolonia',Ulica NIE istnieje w bazie TERYT|A1685616|21-044|Trawniki|Trawniki kolonia|184||||
Błędna nazwa ulicy 'Trąbki-'/'trabki-'/Szukana ulica: 'Trąbki-',Znormalizowana: 'trabki-',Ulica NIE istnieje w bazie TERYT|A1464780|32-020|TRĄBKI|Trąbki-|160||||
Błędna nazwa ulicy 'Trąbki'/'trabki'/Szukana ulica: 'Trąbki',Znormalizowana: 'trabki',Ulica NIE istnieje w bazie TERYT|A1205508|32-041|BISKUPICE|Trąbki|188||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Trąbki'/'trabki'/Szukana ulica: 'Trąbki',Znormalizowana: 'trabki',Ulica NIE istnieje w bazie TERYT|A1652460|30-020|WIELICZKA|Trąbki|251||||
Błędna nazwa ulicy 'Trąbki'/'trabki'/Szukana ulica: 'Trąbki',Znormalizowana: 'trabki',Ulica NIE istnieje w bazie TERYT|A1785618|32-041|BISKUPICE|Trąbki|160||||
Błędna nazwa ulicy 'Trojska'/'trojska'/Szukana ulica: 'Trojska',Znormalizowana: 'trojska',Ulica NIE istnieje w bazie TERYT|A1426436|00-000|PRAGA|Trojska|1997|13a|||
Błędna nazwa ulicy 'Tropiszów'/'tropiszow'/Szukana ulica: 'Tropiszów',Znormalizowana: 'tropiszow',Ulica NIE istnieje w bazie TERYT|A1755863|32-126|IGOŁOMIA|Tropiszów|39||||
Błędna nazwa ulicy 'Tropiszów'/'tropiszow'/Szukana ulica: 'Tropiszów',Znormalizowana: 'tropiszow',Ulica NIE istnieje w bazie TERYT|A1702944|32-126|IGOŁOMIA|Tropiszów|99||||
Błędna nazwa ulicy 'Truskawkowa Brzezia Łąka'/'truskawkowa brzezia laka'/Szukana ulica: 'Truskawkowa Brzezia Łąka',Znormalizowana: 'truskawkowa brzezia laka',Ulica NIE istnieje w bazie TERYT|A1785175|55-093|KIEŁCZA|Truskawkowa Brzezia Łąka|7||||
Błędna nazwa ulicy 'Trzcianica'/'trzcianica'/Szukana ulica: 'Trzcianica',Znormalizowana: 'trzcianica',Ulica NIE istnieje w bazie TERYT|A1412999|38-207|TRZCINICA|Trzcianica|534||||
Błędna nazwa ulicy 'Trzcinia'/'trzcinia'/Szukana ulica: 'Trzcinia',Znormalizowana: 'trzcinia',Ulica NIE istnieje w bazie TERYT|A1390689|38-207|PRZYSIEKI|Trzcinia|197||||
Błędna nazwa ulicy 'Trzcinica-'/'trzcinica-'/Szukana ulica: 'Trzcinica-',Znormalizowana: 'trzcinica-',Ulica NIE istnieje w bazie TERYT|A1464943|38-207|TRZCINICA|Trzcinica-|573||||
Błędna nazwa ulicy 'Trzcinica'/'trzcinica'/Szukana ulica: 'Trzcinica',Znormalizowana: 'trzcinica',Ulica NIE istnieje w bazie TERYT|ZA1205539|32-202|PRZYSIEKI|Trzcinica|79|3|PODKARPACKIE|JASIELSKI|JASŁO
Błędna nazwa ulicy 'Trzebina Rynek'/'trzebina rynek'/Szukana ulica: 'Trzebina Rynek',Znormalizowana: 'trzebina rynek',Ulica NIE istnieje w bazie TERYT|A1353497|32-540|TRZEBINIA|Trzebina Rynek|3|2|||
Błędna nazwa ulicy 'Trzebinia Bolęcin Krakowska'/'trzebinia bolecin krakowska'/Szukana ulica: 'Trzebinia Bolęcin Krakowska',Znormalizowana: 'trzebinia bolecin krakowska',Ulica NIE istnieje w bazie TERYT|A1353473|32-540|TRZEBINIA|Trzebinia Bolęcin Krakowska|39||||
Błędna nazwa ulicy 'Trzebinia'/'trzebinia'/Szukana ulica: 'Trzebinia',Znormalizowana: 'trzebinia',Ulica NIE istnieje w bazie TERYT|A1650372|26-340|DRZEWICA|Trzebinia|70||||
Błędna nazwa ulicy 'Trzebińska 15 m'/'trzebinska 15 m'/Szukana ulica: 'Trzebińska 15 m',Znormalizowana: 'trzebinska 15 m',Ulica NIE istnieje w bazie TERYT|A1205549|32-500|CHRZANÓW|Trzebińska 15 m|1||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Trzeciego Maja'/'trzeciego maja'/Szukana ulica: 'Trzeciego Maja',Znormalizowana: 'trzeciego maja',Ulica NIE istnieje w bazie TERYT|A1466415|39-220|PILZNO|Trzeciego Maja|192||||
Błędna nazwa ulicy 'Trzeciego Maja'/'trzeciego maja'/Szukana ulica: 'Trzeciego Maja',Znormalizowana: 'trzeciego maja',Ulica NIE istnieje w bazie TERYT|A1828505|39-432|Gorzyce|Trzeciego Maja|10|F|||
Błędna nazwa ulicy 'Tuchla Osada'/'tuchla osada'/Szukana ulica: 'Tuchla Osada',Znormalizowana: 'tuchla osada',Ulica NIE istnieje w bazie TERYT|A1351026|37-543|TUCHLA|Tuchla Osada|4|1|||
Błędna nazwa ulicy 'Tuczempy'/'tuczempy'/Szukana ulica: 'Tuczempy',Znormalizowana: 'tuczempy',Ulica NIE istnieje w bazie TERYT|ZA1295556|37-500|JAROSŁAW|Tuczempy|117||PODKARPACKIE|JAROSŁAWSKI|JAROSŁAW
Błędna nazwa ulicy 'TUŁODZIECKA'/'tulodziecka'/Szukana ulica: 'TUŁODZIECKA',Znormalizowana: 'tulodziecka',Ulica NIE istnieje w bazie TERYT|A1618686|60-465|POZNAŃ|TUŁODZIECKA|26||||
Błędna nazwa ulicy 'Tumlin-Węgle-'/'tumlin-wegle-'/Szukana ulica: 'Tumlin-Węgle-',Znormalizowana: 'tumlin-wegle-',Ulica NIE istnieje w bazie TERYT|A1464788|26-050|TUMLIN-WĘGLE|Tumlin-Węgle-|87||||
Błędna nazwa ulicy 'Turbia'/'turbia'/Szukana ulica: 'Turbia',Znormalizowana: 'turbia',Ulica NIE istnieje w bazie TERYT|A1464040|37-416|ZBYDNIÓW|Turbia|66||||
Błędna nazwa ulicy 'TURNERSTRASSE'/'turnerstrasse'/Szukana ulica: 'TURNERSTRASSE',Znormalizowana: 'turnerstrasse',Ulica NIE istnieje w bazie TERYT|A1889596||SZWAJCARIA|TURNERSTRASSE|39||||
Błędna nazwa ulicy 'Turowola - Kolonia'/'turowola - kolonia'/Szukana ulica: 'Turowola - Kolonia',Znormalizowana: 'turowola - kolonia',Ulica NIE istnieje w bazie TERYT|A1770932|21-013|PUCHACZÓW|Turowola - Kolonia|26||||
Błędna nazwa ulicy 'Tuwima Juliana'/'tuwima juliana'/Szukana ulica: 'Tuwima Juliana',Znormalizowana: 'tuwima juliana',Ulica NIE istnieje w bazie TERYT|A1826254|37-700|Przemyśl|Tuwima Juliana|1|8|||
Błędna nazwa ulicy 'Twardorzeczka-'/'twardorzeczka-'/Szukana ulica: 'Twardorzeczka-',Znormalizowana: 'twardorzeczka-',Ulica NIE istnieje w bazie TERYT|A1465472|34-324|TWARDORZECZKA|Twardorzeczka-|42||||
Błędna nazwa ulicy 'Tybra'/'tybra'/Szukana ulica: 'Tybra',Znormalizowana: 'tybra',Ulica NIE istnieje w bazie TERYT|A1321757|90-950|ŁÓDŹ|Tybra|3||||
Błędna nazwa ulicy 'Tybury'/'tybury'/Szukana ulica: 'Tybury',Znormalizowana: 'tybury',Ulica NIE istnieje w bazie TERYT|A1316234|91-016|ŁÓDŹ|Tybury|8|42|ŁÓDZKIE|ŁÓDŹ|ŁÓDŹ
Błędna nazwa ulicy 'Tych,ul. Nałkowskiej-'/'tych,ul. nalkowskiej-'/Szukana ulica: 'Tych,ul. Nałkowskiej-',Znormalizowana: 'tych,ul. nalkowskiej-',Ulica NIE istnieje w bazie TERYT|A1465561|43-100|TYCH|Tych,ul. Nałkowskiej-|44||||
Błędna nazwa ulicy 'TYMBARK PODPŁOMIEŃ'/'tymbark podplomien'/Szukana ulica: 'TYMBARK PODPŁOMIEŃ',Znormalizowana: 'tymbark podplomien',Ulica NIE istnieje w bazie TERYT|A1409298|34-650|TYMBARK|TYMBARK PODPŁOMIEŃ|303||||
Błędna nazwa ulicy 'Tymianka'/'tymianka'/Szukana ulica: 'Tymianka',Znormalizowana: 'tymianka',Ulica NIE istnieje w bazie TERYT|A1395313|34-973|STRYKÓW|Tymianka|46||||
Błędna nazwa ulicy 'Tysiąclecia Os.'/'tysiaclecia os.'/Szukana ulica: 'Tysiąclecia Os.',Znormalizowana: 'tysiaclecia os.',Ulica NIE istnieje w bazie TERYT|A1296754|31-610|KRAKÓW|Tysiąclecia Os.|61|67|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Tysiąclecia Os.'/'tysiaclecia os.'/Szukana ulica: 'Tysiąclecia Os.',Znormalizowana: 'tysiaclecia os.',Ulica NIE istnieje w bazie TERYT|ZA1296754|31-610|KRAKÓW|Tysiąclecia Os.|61|67|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Tysiąclecia P.P.'/'tysiaclecia p. p.'/Szukana ulica: 'Tysiąclecia P.P.',Znormalizowana: 'tysiaclecia p. p.',Ulica NIE istnieje w bazie TERYT|A1660427|22-200|Włodawa|Tysiąclecia P.P.|12|6|||
Błędna nazwa ulicy 'u.'/''/Szukana ulica: 'u.',Znormalizowana: '',Ulica NIE istnieje w bazie TERYT|A28047|32-300|SIENICZNO 95|u.|||MAŁOPOLSKIE|OLKUSKI|OLKUSZ
Błędna nazwa ulicy 'Uczestników Ruchu Op'/'uczestnikow ruchu op'/Szukana ulica: 'Uczestników Ruchu Op',Znormalizowana: 'uczestnikow ruchu op',Ulica NIE istnieje w bazie TERYT|A1761028|32-800|Brzesko|Uczestników Ruchu Op|11A||||
Błędna nazwa ulicy 'Uherce Mineralne Kostrzyn'/'uherce mineralne kostrzyn'/Szukana ulica: 'Uherce Mineralne Kostrzyn',Znormalizowana: 'uherce mineralne kostrzyn',Ulica NIE istnieje w bazie TERYT|A1356330|38-600|OLSZANICA|Uherce Mineralne Kostrzyn|285||PODKARPACKIE|LESKI|LESKO
Błędna nazwa ulicy 'Uhnin-'/'uhnin-'/Szukana ulica: 'Uhnin-',Znormalizowana: 'uhnin-',Ulica NIE istnieje w bazie TERYT|A1465445|21-211|UHNIN|Uhnin-|13||||
Błędna nazwa ulicy 'uk,Ku Wiśle'/'uk,ku wisle'/Szukana ulica: 'uk,Ku Wiśle',Znormalizowana: 'uk,ku wisle',Ulica NIE istnieje w bazie TERYT|A1630621|00-707|WARSZAWA|uk,Ku Wiśle 7/60|||||
Błędna nazwa ulicy 'ul-Konduktorska'/'ul-konduktorska'/Szukana ulica: 'ul-Konduktorska',Znormalizowana: 'ul-konduktorska',Ulica NIE istnieje w bazie TERYT|A1232326|00-775|WARSZAWA|ul-Konduktorska|4||||
Błędna nazwa ulicy 'ul, Chopina'/'ul, chopina'/Szukana ulica: 'ul, Chopina',Znormalizowana: 'ul, chopina',Ulica NIE istnieje w bazie TERYT|A1282437|87-100|TORUŃ|ul, Chopina|20||||
Błędna nazwa ulicy 'ul, Gałeczki'/'ul, galeczki'/Szukana ulica: 'ul, Gałeczki',Znormalizowana: 'ul, galeczki',Ulica NIE istnieje w bazie TERYT|A1232956|41-506|CHORZÓW|ul, Gałeczki|61||||
Błędna nazwa ulicy 'ul, Górnicza'/'ul, gornicza'/Szukana ulica: 'ul, Górnicza',Znormalizowana: 'ul, gornicza',Ulica NIE istnieje w bazie TERYT|A1993429|32-590|LIBIĄŻ|ul, Górnicza 23|||||
Błędna nazwa ulicy 'ul, Kościuszki'/'ul, kosciuszki'/Szukana ulica: 'ul, Kościuszki',Znormalizowana: 'ul, kosciuszki',Ulica NIE istnieje w bazie TERYT|A1418881|32-005|NIEPOŁOMICE|ul, Kościuszki|13||||
Błędna nazwa ulicy 'ul, Legionów'/'ul, legionow'/Szukana ulica: 'ul, Legionów',Znormalizowana: 'ul, legionow',Ulica NIE istnieje w bazie TERYT|A1345432|32-020|WIELICZKA|ul, Legionów|12||||
Błędna nazwa ulicy 'ul, Nadarzyn'/'ul, nadarzyn'/Szukana ulica: 'ul, Nadarzyn',Znormalizowana: 'ul, nadarzyn',Ulica NIE istnieje w bazie TERYT|A1274238|05-230|KOBYŁKA|ul, Nadarzyn|27a||||
Błędna nazwa ulicy 'ul, Niedżwiedzia'/'ul, niedzwiedzia'/Szukana ulica: 'ul, Niedżwiedzia',Znormalizowana: 'ul, niedzwiedzia',Ulica NIE istnieje w bazie TERYT|A1267763|02-737|WARSZAWA|ul, Niedżwiedzia|2a||||
Błędna nazwa ulicy 'ul, Przy Kaszowniku'/'ul, przy kaszowniku'/Szukana ulica: 'ul, Przy Kaszowniku',Znormalizowana: 'ul, przy kaszowniku',Ulica NIE istnieje w bazie TERYT|A1337661|87-100|TORUŃ|ul, Przy Kaszowniku|41B|48|||
Błędna nazwa ulicy 'ul, Ryzowa'/'ul, ryzowa'/Szukana ulica: 'ul, Ryzowa',Znormalizowana: 'ul, ryzowa',Ulica NIE istnieje w bazie TERYT|A1387116|02-495|WARSZAWA|ul, Ryzowa|33A||||
Błędna nazwa ulicy 'ul, Sienkiewicza'/'ul, sienkiewicza'/Szukana ulica: 'ul, Sienkiewicza',Znormalizowana: 'ul, sienkiewicza',Ulica NIE istnieje w bazie TERYT|A1290186|43-100|TYCHY|ul, Sienkiewicza 15|||||
Błędna nazwa ulicy 'ul, Szlachtowskiego'/'ul, szlachtowskiego'/Szukana ulica: 'ul, Szlachtowskiego',Znormalizowana: 'ul, szlachtowskiego',Ulica NIE istnieje w bazie TERYT|A1241460|30-132|KRAKÓW|ul, Szlachtowskiego|20|1|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul,Bagrowa'/'ul,bagrowa'/Szukana ulica: 'ul,Bagrowa',Znormalizowana: 'ul,bagrowa',Ulica NIE istnieje w bazie TERYT|A1224759|30-733|KRAKÓW|ul,Bagrowa|9||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul,Jastrzebska'/'ul,jastrzebska'/Szukana ulica: 'ul,Jastrzebska',Znormalizowana: 'ul,jastrzebska',Ulica NIE istnieje w bazie TERYT|A14522|44-288|RYBNIK|ul,Jastrzebska|12||ŁÓDZKIE||
Błędna nazwa ulicy 'ul,Kalwaryjska'/'ul,kalwaryjska'/Szukana ulica: 'ul,Kalwaryjska',Znormalizowana: 'ul,kalwaryjska',Ulica NIE istnieje w bazie TERYT|A1226000|30-504|KRAKÓW|ul,Kalwaryjska|34||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul,Kmicica'/'ul,kmicica'/Szukana ulica: 'ul,Kmicica',Znormalizowana: 'ul,kmicica',Ulica NIE istnieje w bazie TERYT|A1251713|65-001|ZIELONA GÓRA|ul,Kmicica|48||LUBUSKIE|ZIELONA GÓRA|ZIELONA GÓRA
Błędna nazwa ulicy 'ul,Kosiby'/'ul,kosiby'/Szukana ulica: 'ul,Kosiby',Znormalizowana: 'ul,kosiby',Ulica NIE istnieje w bazie TERYT|A1220449|32-020|WIELICZKA|ul,Kosiby|25||MAŁOPOLSKIE|WIELICKI|WIELICZKA
Błędna nazwa ulicy 'ul,Kosiby'/'ul,kosiby'/Szukana ulica: 'ul,Kosiby',Znormalizowana: 'ul,kosiby',Ulica NIE istnieje w bazie TERYT|S1220449|32-020|WIELICZKA|ul,Kosiby|25||MAŁOPOLSKIE|WIELICKI|WIELICZKA
Błędna nazwa ulicy 'ul,Krańcowa'/'ul,krancowa'/Szukana ulica: 'ul,Krańcowa',Znormalizowana: 'ul,krancowa',Ulica NIE istnieje w bazie TERYT|A1184116|61-022|POZNAŃ|ul,Krańcowa|15||ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Błędna nazwa ulicy 'ul,Krucza'/'ul,krucza'/Szukana ulica: 'ul,Krucza',Znormalizowana: 'ul,krucza',Ulica NIE istnieje w bazie TERYT|A1279709|00-522|WARSZAWA|ul,Krucza|28|219|||
Błędna nazwa ulicy 'ul,L.Róźyckiego'/'ul,l. rozyckiego'/Szukana ulica: 'ul,L.Róźyckiego',Znormalizowana: 'ul,l. rozyckiego',Ulica NIE istnieje w bazie TERYT|A1231325|51-608|WROCŁAW|ul,L.Róźyckiego|1||||
Błędna nazwa ulicy 'ul,Malinowskiego'/'ul,malinowskiego'/Szukana ulica: 'ul,Malinowskiego',Znormalizowana: 'ul,malinowskiego',Ulica NIE istnieje w bazie TERYT|A1271004|02-776|WARSZAWA|ul,Malinowskiego|5||||
Błędna nazwa ulicy 'ul,Postępu'/'ul,postepu'/Szukana ulica: 'ul,Postępu',Znormalizowana: 'ul,postepu',Ulica NIE istnieje w bazie TERYT|A1231561|02-676|WARSZAWA|ul,Postępu|14||||
Błędna nazwa ulicy 'ul,Rybacka'/'ul,rybacka'/Szukana ulica: 'ul,Rybacka',Znormalizowana: 'ul,rybacka',Ulica NIE istnieje w bazie TERYT|A1248848|70-204|SZCZECIN|ul,Rybacka|1||||
Błędna nazwa ulicy 'ul,Spisaka'/'ul,spisaka'/Szukana ulica: 'ul,Spisaka',Znormalizowana: 'ul,spisaka',Ulica NIE istnieje w bazie TERYT|A1275138|02-495|WARSZAWA|ul,Spisaka|83||||
Błędna nazwa ulicy 'ul,Stoczniowa'/'ul,stoczniowa'/Szukana ulica: 'ul,Stoczniowa',Znormalizowana: 'ul,stoczniowa',Ulica NIE istnieje w bazie TERYT|A1279175|82-300|ELBLĄG|ul,Stoczniowa|2||||
Błędna nazwa ulicy 'ul,Szpitalna'/'ul,szpitalna'/Szukana ulica: 'ul,Szpitalna',Znormalizowana: 'ul,szpitalna',Ulica NIE istnieje w bazie TERYT|A1226304|31-024|KRAKÓW|ul,Szpitalna|28||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul,Tokarskiego'/'ul,tokarskiego'/Szukana ulica: 'ul,Tokarskiego',Znormalizowana: 'ul,tokarskiego',Ulica NIE istnieje w bazie TERYT|A1273090|30-065|KRAKÓW|ul,Tokarskiego|6||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul,Waszyngtona'/'ul,waszyngtona'/Szukana ulica: 'ul,Waszyngtona',Znormalizowana: 'ul,waszyngtona',Ulica NIE istnieje w bazie TERYT|A1231760||WARSZAWA|ul,Waszyngtona|45|51|||
Błędna nazwa ulicy 'ul;.Rogozińska'/'ul;. rogozinska'/Szukana ulica: 'ul;.Rogozińska',Znormalizowana: 'ul;. rogozinska',Ulica NIE istnieje w bazie TERYT|A1405471||POZNAŃ|ul;.Rogozińska|10||||
Błędna nazwa ulicy 'ul;Rusznikarska'/'ul;rusznikarska'/Szukana ulica: 'ul;Rusznikarska',Znormalizowana: 'ul;rusznikarska',Ulica NIE istnieje w bazie TERYT|A1229311|31-579|KRAKÓW|ul;Rusznikarska|12b|16-17|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Ul. ?więtego Marka'/'?wietego marka'/Szukana ulica: 'Ul. ?więtego Marka',Znormalizowana: '?wietego marka',Ulica NIE istnieje w bazie TERYT|A1397504|31-024|KRAKÓW|Ul. ?więtego Marka|27|7|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. (brak)'/'(brak)'/Szukana ulica: 'ul. (brak)',Znormalizowana: '(brak)',Ulica NIE istnieje w bazie TERYT|A1961062|21-044|Oleśniki|ul. (brak)|38||||
Błędna nazwa ulicy 'ul. 1 Ma'/'1 ma'/Szukana ulica: 'ul. 1 Ma',Znormalizowana: '1 ma',Ulica NIE istnieje w bazie TERYT|A1403150|41-710|RUDA ŚLĄSKA|ul. 1 Ma|1|363|||
Błędna nazwa ulicy 'Ul. 1 Ma'/'1 ma'/Szukana ulica: 'Ul. 1 Ma',Znormalizowana: '1 ma',Ulica NIE istnieje w bazie TERYT|A1350092|43-250|PAWŁOWICE|Ul. 1 Ma|1|37|||
