Komunikat|ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Błędna nazwa ulicy 'ul. F.Żwirki i S.Wigury'/'zwirki i s. wigury'|A1416314|38-400|KROSNO|ul. F.Żwirki i S.Wigury|4b|20|||
Błędna nazwa ulicy 'ul. Faliszewice'/'faliszewice'|A1991554|32-840|Zakliczyn|ul. Faliszewice|13||||
Błędna nazwa ulicy 'Ul. Fika'/'fika'|A1394431|32-600|O?WIĘCIM|Ul. Fika|13|5|||
Błędna nazwa ulicy 'ul. Gen A Fieldirfa-Nila'/'a fieldirfa-nila'|A1991371|31-209|Kraków|ul. Gen A Fieldirfa-Nila|10|32|||
Błędna nazwa ulicy 'ul. Generala Yunakiva'/'yunakiva'|A1990294||Lviv|ul. Generala Yunakiva|9 G|16|||
Błędna nazwa ulicy 'ul. Głuchów'/'gluchow'|A1961939|37-100|Łańcut|ul. Głuchów|45a||||
Błędna nazwa ulicy 'ul. Godłowskiego Kazimierza, p'/'godlowskiego kazimierza, p'|A1961899|28-100|Busko-Zdrój|ul. Godłowskiego Kazimierza, p|9||||
Błędna nazwa ulicy 'ul. Gorzyca 51B'/'gorzyca'|A1937672|59-311|Lubin|ul. Gorzyca 51B|51B||||
Błędna nazwa ulicy 'ul. Góra Świętego Jana'/'gora jana'|A1938454|34-623|Szczyrzyc|ul. Góra Świętego Jana|6||||
Błędna nazwa ulicy 'ul. Górzanka'/'gorzanka'|A1986996|38-610|Polańczyk|ul. Górzanka|34||||
Błędna nazwa ulicy 'ul. Grabowce Dolne'/'grabowce dolne'|A1987716|08-503|Nowodwór|ul. Grabowce Dolne|44A||LUBELSKIE|RYCKI|NOWODWÓR
Błędna nazwa ulicy 'ul. Gradobić'/'gradobic'|A1988025|32-015|Kłaj|ul. Gradobić|207A||||
Błędna nazwa ulicy 'ul. Grotniki Małe'/'grotniki male'|A1938665|28-136|Nowy Korczyn|ul. Grotniki Małe|76||||
Błędna nazwa ulicy 'ul. Harcerzy Września 1939'/'harcerzy wrzesnia'|A1812610|40-659|KATOWICE|ul. Harcerzy Września 1939|3||ŚLĄSKIE||
Błędna nazwa ulicy 'ul. Heroiv Desantnykiv'/'heroiv desantnykiv'|A1987299||Żytomierz|ul. Heroiv Desantnykiv|10|51|||
Błędna nazwa ulicy 'ul. Heroiv Krut'/'heroiv krut'|A1987934||Odessa|ul. Heroiv Krut|37|72|||
Błędna nazwa ulicy 'ul. Hoholiwska'/'hoholiwska'|A1990282||Żytomierz|ul. Hoholiwska|55|44|||
Błędna nazwa ulicy 'Ul. I I I'/'i i i'|A1414927|32-045|SUŁOSZOWA|Ul. I I I|122||||
Błędna nazwa ulicy 'ul. Inflancka 4c Gdański Busin'/'inflancka 4c gdanski busin'|A1470356|00-189|WARSZAWA|ul. Inflancka 4c Gdański Busin|D||||
Błędna nazwa ulicy 'ul. Iwana Sirki'/'iwana sirki'|A1990289||Sokilnyki|ul. Iwana Sirki|25a||||
Błędna nazwa ulicy 'ul. J. Olbrachta'/'olbrachta'|A1906133|01-108|WARSZAWA|ul. J. Olbrachta|13B|13|||
Błędna nazwa ulicy 'ul. Jabłonna Druga'/'jablonna druga'|A1938301|23-114|Jabłonna|ul. Jabłonna Druga|179||||
Błędna nazwa ulicy 'ul. Jana Słomki'/'jana slomki'|A1987693|39-400|Tarnobrzeg|ul. Jana Słomki|3|8|||
Błędna nazwa ulicy 'ul. Jaworska Wola'/'jaworska wola'|A1942035|27-350|Sienno|ul. Jaworska Wola|62||||
Błędna nazwa ulicy 'Ul. K.E.N'/'n'|A1418785|37-450|STALOWA WOLA|Ul. K.E.N|5|48|||
Błędna nazwa ulicy 'Ul. K.P.-Tetmajera'/'-tetmajera'|A1395413|34-432|ŁOPUSZNA|Ul. K.P.-Tetmajera|17||||
Błędna nazwa ulicy 'ul. Kamianka'/'kamianka'|A1991761|08-210|Platerów|ul. Kamianka|16||||
Błędna nazwa ulicy 'Ul. Kard. Kominka'/'kard. kominka'|A1414651|44-217|RYBNIK|Ul. Kard. Kominka|37B|22|||
Błędna nazwa ulicy 'ul. Karpenka'/'karpenka'|A1987079||Ternopil|ul. Karpenka|3|66|||
Błędna nazwa ulicy 'ul. Kaźmierzewo'/'kazmierzewo'|A1934213|87-732|LUBANIE|ul. Kaźmierzewo|40||||
Błędna nazwa ulicy 'Ul. KEN'/'ken'|A1414084|37-450|STALOWA WOLA|Ul. KEN|3|1|||
Błędna nazwa ulicy 'ul. Kępiny'/'kepiny'|A1941371|26-660|Jedlińsk|ul. Kępiny|4B||||
Błędna nazwa ulicy 'ul. Kijas'/'kijas'|A1939217|42-274|Konopiska|ul. Kijas|21||||
Błędna nazwa ulicy 'Ul. Kirpichny-Zawod'/'kirpichny-zawod'|A1412078||GROZNY|Ul. Kirpichny-Zawod|1|5|||
Błędna nazwa ulicy 'Ul. Kleszewo'/'kleszewo'|A1964033|06-100|Pułtusk|Ul. Kleszewo|16|1|||
Błędna nazwa ulicy 'ul. Kliszkowice'/'kliszkowice'|A1842714|55-140|ŻMIGRÓD|ul. Kliszkowice|38 A|4|||
Błędna nazwa ulicy 'Ul. Klobassy Zrencki'/'klobassy zrencki'|A1413073|38-457|ZRĘCIN|Ul. Klobassy Zrencki|13||||
Błędna nazwa ulicy 'Ul. Kokotów'/'kokotow'|A1938626|32-002|Wegrzce Wielkie|Ul. Kokotów|598a|598a|||
Błędna nazwa ulicy 'ul. Kokuszka'/'kokuszka'|A1939308|33-350|Piwniczna Zdrój|ul. Kokuszka|48||||
Błędna nazwa ulicy 'ul. Kolbuszowa Górna'/'kolbuszowa gorna'|A1964972|36-100|Kolbuszowa|ul. Kolbuszowa Górna|137a||||
Błędna nazwa ulicy 'Ul. Kolonia Browar'/'kolonia browar'|A1391503|34-300|ŻYWIEC|Ul. Kolonia Browar|17||||
Błędna nazwa ulicy 'ul. Konieczno'/'konieczno'|A1988485|29-100|Włoszczowa|ul. Konieczno|125E||||
Błędna nazwa ulicy 'ul. Koniuszowa'/'koniuszowa'|A1965021|33-326|Mogilno|ul. Koniuszowa|297||||
Błędna nazwa ulicy 'ul. Kosobudy'/'kosobudy'|A1987515|22-470|Zwierzyniec|ul. Kosobudy|93||||
Błędna nazwa ulicy 'ul. Kościerzyn'/'koscierzyn'|A1849390|98-285|WRÓBLEW|ul. Kościerzyn|37||||
Błędna nazwa ulicy 'ul. Kowalewek'/'kowalewek'|A1941346|62-510|Konin|ul. Kowalewek|46||||
Błędna nazwa ulicy 'ul. Koźmice Wielkie 698'/'kozmice wielkie'|A1965361|32-020|Wieliczka|ul. Koźmice Wielkie 698|698||||
Błędna nazwa ulicy 'ul. Krąg'/'krag'|A1377556|83-200|STARGARD GDAŃSKI|ul. Krąg|4a||||
Błędna nazwa ulicy 'ul. Krągola Pierwsza'/'kragola pierwsza'|A1964351|62-571|Stare Miasto|ul. Krągola Pierwsza|20||||
Błędna nazwa ulicy 'ul. Krowia Góra'/'krowia gora'|A1939186|27-670|Łoniów|ul. Krowia Góra|42||||
Błędna nazwa ulicy 'ul. Krowoderskich Zu'/'krowoderskich zu'|A1416216|31-271|KRAKÓW|ul. Krowoderskich Zu|3A|7|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. Krowoderskich Zu'/'krowoderskich zu'|A1415121|31-271|KRAKÓW|ul. Krowoderskich Zu|25|39|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. Król Eryka Pomorskiego'/'krol eryka pomorskiego'|A1989203|76-150|Darłowo|ul. Król Eryka Pomorskiego|7c|3|||
Błędna nazwa ulicy 'ul. Królewiec Poprzeczny'/'krolewiec poprzeczny'|A1940002|26-212|Smyków|ul. Królewiec Poprzeczny|45A||||
Błędna nazwa ulicy 'ul. Królewiec Poprzeczny'/'krolewiec poprzeczny'|A1963124|26-212|Smyków|ul. Królewiec Poprzeczny|45A||||
Błędna nazwa ulicy 'ul. Królowa Górna'/'krolowa gorna'|A1940281|33-334|Kamionka Wielka|ul. Królowa Górna|217||||
Błędna nazwa ulicy 'ul. Krużlowa Niżna'/'kruzlowa nizna'|A1939558|33-325|Krużlowa Wyżna|ul. Krużlowa Niżna|56||||
Błędna nazwa ulicy 'ul. Krzątka'/'krzatka'|A1963391|36-110|Majdan Królewski|ul. Krzątka|232A||||
Błędna nazwa ulicy 'ul. Krzyżanowice Średnie'/'krzyzanowice srednie'|A1988968|28-400|Pińczów|ul. Krzyżanowice Średnie|18||||
Błędna nazwa ulicy 'ul. ks. Jerzego Popieuszki'/'jerzego popieuszki'|A1987114|37-450|Stalowa Wola|ul. ks. Jerzego Popieuszki|7|51|||
Błędna nazwa ulicy 'ul. Ks. Marszłka'/'marszlka'|A1938080|34-325|Łodygowice|ul. Ks. Marszłka|38||||
Błędna nazwa ulicy 'Ul. Ksiedza Tadeusza Trockiego'/'tadeusza trockiego'|A1990202|30-394|Kraków|Ul. Ksiedza Tadeusza Trockiego|40|40|||
Błędna nazwa ulicy 'ul. Kudzyaszowa'/'kudzyaszowa'|A1987078||Kijów|ul. Kudzyaszowa|16|8|||
Błędna nazwa ulicy 'ul. Kudzyaszowa'/'kudzyaszowa'|A1991142||Kijów|ul. Kudzyaszowa|16|8|||
Błędna nazwa ulicy 'ul. Kunów'/'kunow'|A1964059|33-300|Nowy Sącz|ul. Kunów|151||||
Błędna nazwa ulicy 'Ul. L.W.P.'/''|TX1392059|42-480|PORĘBA|Ul. L.W.P.|14|3|||
Błędna nazwa ulicy 'Ul. L.W.P.'/''|A1413865|42-480|PORĘBA|Ul. L.W.P.|14|3|||
Błędna nazwa ulicy 'Ul. L.W.P.'/''|A1392059|42-480|PORĘBA|Ul. L.W.P.|14|3|||
Błędna nazwa ulicy 'ul. Lednica Górna'/'lednica gorna'|A1394561|32-020|WIELICZKA|ul. Lednica Górna|177||||
Błędna nazwa ulicy 'ul. Lednica Górna'/'lednica gorna'|A1938896|32-020|Wieliczka|ul. Lednica Górna|337||||
Błędna nazwa ulicy 'ul. Leksandrowa'/'leksandrowa'|A1991822|32-720|Nowy Wiśnicz|ul. Leksandrowa|47||||
Błędna nazwa ulicy 'Ul. Lewniowa'/'lewniowa'|A1986775|32-864|Gnojnik|Ul. Lewniowa|106||||
Błędna nazwa ulicy 'ul. Lipowica'/'lipowica'|A1988060|26-060|Chęciny|ul. Lipowica|57A||||
Błędna nazwa ulicy 'ul. Liszna'/'liszna'|A1989036|38-500|Liszna (Powiat Sanocki)|ul. Liszna|104A||||
Błędna nazwa ulicy 'ul. Luboszewy'/'luboszewy'|A1989925|97-217|Lubochnia|ul. Luboszewy|505|-|||
Błędna nazwa ulicy 'ul. Lusławice'/'luslawice'|A1989205|32-840|Zakliczyn|ul. Lusławice|237||||
Błędna nazwa ulicy 'ul. Lutomia Górna'/'lutomia gorna'|A1940651|58-100|Świdnica|ul. Lutomia Górna|68a||||
Błędna nazwa ulicy 'ul. Łążek Ordynacki'/'lazek ordynacki'|A1942245|23-300|Janów Lubelski|ul. Łążek Ordynacki|157||||
Błędna nazwa ulicy 'ul. Łężyca-Polna'/'lezyca-polna'|A1962280|66-016|Zielona Góra|ul. Łężyca-Polna|24||||
Błędna nazwa ulicy 'ul. Łopoń'/'lopon'|A1991578|32-830|Wojnicz|ul. Łopoń|241||||
Błędna nazwa ulicy 'ul. Łubniki'/'lubniki'|A1961751|16-060|Zabłudów|ul. Łubniki|71||||
Błędna nazwa ulicy 'ul. Łukowe'/'lukowe'|A1938928|38-516|Tarnawa Dolna|ul. Łukowe|149||||
Błędna nazwa ulicy 'Ul. M.B. Bolesnej'/'bolesnej'|A1838107|34-600|LIMANOWA|Ul. M.B. Bolesnej|13||||
Błędna nazwa ulicy 'ul. Machtowa'/'machtowa'|A1990292||Odessa|ul. Machtowa|20|53|||
Błędna nazwa ulicy 'ul. Majków Mały'/'majkow maly'|A1938046|97-306|Grabica|ul. Majków Mały|31E||||
Błędna nazwa ulicy 'ul. Mała Rudzica'/'mala rudzica'|A1940403|43-394|Rudzica|ul. Mała Rudzica|621||||
Błędna nazwa ulicy 'Ul. Mała Rudzica'/'mala rudzica'|A1938638|43-394|Rudzica|Ul. Mała Rudzica|515|515|||
Błędna nazwa ulicy 'ul. Mała Wieś'/'mala wies'|A1962380|32-002|Węgrzce Wielkie|ul. Mała Wieś|227||||
Błędna nazwa ulicy 'ul. Małkowice'/'malkowice'|A1942026|37-716|Orły|ul. Małkowice|108A||||
Błędna nazwa ulicy 'ul. Marszowice'/'marszowice'|A1938308|32-010|Kocmyrzów|ul. Marszowice|13|13|||
Błędna nazwa ulicy 'ul. Marzysz Pierwszy'/'marzysz pierwszy'|A1991043|26-021|Marzysz|ul. Marzysz Pierwszy|13A||||
Błędna nazwa ulicy 'ul. Matyniów'/'matyniow'|A1964538|26-212|Smyków|ul. Matyniów|71||ŚWIĘTOKRZYSKIE|KONECKI|SMYKÓW
Błędna nazwa ulicy 'ul. Mikołajowice'/'mikolajowice'|A1991001|33-121|Bogumiłowice|ul. Mikołajowice|120||||
Błędna nazwa ulicy 'ul. Milczany'/'milczany'|A1941656|27-600|Sandomierz|ul. Milczany|46||||
Błędna nazwa ulicy 'ul. Mirzec-Majorat'/'mirzec-majorat'|A1939320|27-220|Mirzec|ul. Mirzec-Majorat|6||||
Błędna nazwa ulicy 'ul. Mnich, Wojska Polskiego'/'mnich, wojska polskiego'|A1856741|43-520|CHYBIE|ul. Mnich, Wojska Polskiego|50||||
Błędna nazwa ulicy 'ul. Mników'/'mnikow'|A1988619|32-084|Morawica|ul. Mników|154|154|||
Błędna nazwa ulicy 'ul. Moszczenica'/'moszczenica'|A1965067|32-744|Łapczyca|ul. Moszczenica|94||||
Błędna nazwa ulicy 'ul. Myczków'/'myczkow'|A1902763|38-610|POLAŃCZYK|ul. Myczków|86A||||
Błędna nazwa ulicy 'ul. Mystków'/'mystkow'|A1960653|33-334|Kamionka Wielka|ul. Mystków|485||||
Błędna nazwa ulicy 'ul. Naprawa'/'naprawa'|A1991543|34-240|Jordanów|ul. Naprawa|654||||
Błędna nazwa ulicy 'ul. Natalin'/'natalin'|A1960916|21-140|Michów|ul. Natalin|80||||
Błędna nazwa ulicy 'ul. Nawsie Kołaczyckie'/'nawsie kolaczyckie'|A1988704|38-213|Kołaczyce|ul. Nawsie Kołaczyckie|44||||
Błędna nazwa ulicy 'ul. Nechuja-Lewickiego'/'nechuja-lewickiego'|A1990285||Lwów|ul. Nechuja-Lewickiego|21|5|||
Błędna nazwa ulicy 'ul. Niedzielskich'/'niedzielskich'|A1964097|32-020|Śledziejowice|ul. Niedzielskich|107||||
Błędna nazwa ulicy 'ul. Niepokalanej Marii Panny'/'niepokalanej marii panny'|A1377192|31-589|KRAKÓW|ul. Niepokalanej Marii Panny|3||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. Niezdów'/'niezdow'|A1965091|32-410|Dobczyce|ul. Niezdów|63||||
Błędna nazwa ulicy 'ul. Niskowa'/'niskowa'|A1991849|33-395|Chełmiec|ul. Niskowa|222||||
Błędna nazwa ulicy 'ul. Nowe Sioło'/'nowe siolo'|A1939965|37-611|Cieszanów|ul. Nowe Sioło|75||||
Błędna nazwa ulicy 'ul. Nowy Kisielin-Modrzewiowa'/'nowy kisielin-modrzewiowa'|A1942070|65-002|Zielona Góra|ul. Nowy Kisielin-Modrzewiowa|3||||
Błędna nazwa ulicy 'ul. Okrągłe'/'okragle'|A1939085|23-400|Biłgoraj|ul. Okrągłe|6d||||
Błędna nazwa ulicy 'ul. Opacie'/'opacie'|A1963390|38-200|Jasło|ul. Opacie|69A||||
Błędna nazwa ulicy 'Ul. Osmeckiego'/'osmeckiego'|A1417902|35-506|RZESZÓW|Ul. Osmeckiego|33|4|||
Błędna nazwa ulicy 'Ul. Ostrożanka'/'ostrozanka'|A1989428|27-220|Mirzec|Ul. Ostrożanka|68A||||
Błędna nazwa ulicy 'ul. Ovidiopolska'/'ovidiopolska'|A1987923||Odessa|ul. Ovidiopolska|7||||
Błędna nazwa ulicy 'ul. Owieczka'/'owieczka'|A1940465|34-606|Łukowica|ul. Owieczka|68||||
Błędna nazwa ulicy 'ul. Owieczka'/'owieczka'|A1988257|34-606|Łukowica|ul. Owieczka|68||||
Błędna nazwa ulicy 'ul. Parkowa, Kocmyrzów'/'parkowa, kocmyrzow'|A1937558|32-010|Kocmyrzów|ul. Parkowa, Kocmyrzów|22||||
Błędna nazwa ulicy 'ul. Partynia'/'partynia'|A1964714|39-310|Radomyśl Wielki|ul. Partynia|86||||
Błędna nazwa ulicy 'ul. Pawęzów'/'pawezow'|A1986740|33-100|Tarnów|ul. Pawęzów|57||||
Błędna nazwa ulicy 'ul. Pawlikowice'/'pawlikowice'|A1987647|32-020|Wieliczka|ul. Pawlikowice|423||||
Błędna nazwa ulicy 'ul. Pełnatycze'/'pelnatycze'|A1963502|37-205|Zarzecze|ul. Pełnatycze|58||||
Błędna nazwa ulicy 'ul. Piątkowiec'/'piatkowiec'|A1939677|39-308|Wadowice Górne|ul. Piątkowiec|29c||||
Błędna nazwa ulicy 'ul. Poddębowiec'/'poddebowiec'|A1941091|32-002|Strumiany|ul. Poddębowiec|126||||
Błędna nazwa ulicy 'ul. Podrózie'/'podrozie'|A1989643|28-440|Działoszyce|ul. Podrózie|16A||||
Błędna nazwa ulicy 'ul. Podstolice'/'podstolice'|A1839724|32-020|WIELICZKA|ul. Podstolice|186||||
Błędna nazwa ulicy 'ul. Poleczkińskie'/'poleczkinskie'|A1450481|02-822|WARSZAWA|ul. Poleczkińskie|35||MAZOWIECKIE||
Błędna nazwa ulicy 'ul. Poległych 1943 r.'/'poleglych 1943 r.'|A1961975|32-060|Liszki|ul. Poległych 1943 r.|24||||
Błędna nazwa ulicy 'ul. Polekarcice'/'polekarcice'|A1988162|32-104|Koniusza|ul. Polekarcice|11a||||
Błędna nazwa ulicy 'Ul. Połowniaka'/'polowniaka'|A1414923|25-634|KIELCE|Ul. Połowniaka|8|28|||
Błędna nazwa ulicy 'ul. Ponice'/'ponice'|A1962459|34-700|Rabka-Zdrój|ul. Ponice|126C||||
Błędna nazwa ulicy 'ul. Porozumienia Dąbrowskiego'/'porozumienia dabrowskiego'|A1951328|42-530|DĄBROWA GÓRNICZA|ul. Porozumienia Dąbrowskiego|11||ŚLĄSKIE||
Błędna nazwa ulicy 'ul. Postękalice'/'postekalice'|A1991417|97-400|Bełchatów|ul. Postękalice|61||||
Błędna nazwa ulicy 'ul. Potok Wielki'/'potok wielki'|A1961452|28-300|Jędrzejów|ul. Potok Wielki|7c||ŚWIĘTOKRZYSKIE|JĘDRZEJOWSKI|JĘDRZEJÓW
Błędna nazwa ulicy 'ul. Powst.Warszawskich'/'powst. warszawskich'|A1390860|38-400|KROSNO|ul. Powst.Warszawskich|78||||
Błędna nazwa ulicy 'Ul. Powstańców Śląsk'/'powstancow slask'|A1412079|43-603|JAWORZNO|Ul. Powstańców Śląsk|3|17|||
Błędna nazwa ulicy 'ul. Powstańców W-wy'/'powstancow w-wy'|A1415378|21-100|LUBARTÓW|ul. Powstańców W-wy|17|28|||
Błędna nazwa ulicy 'ul. Pozowice'/'pozowice'|A1965360|32-051|Wielkie Drogi|ul. Pozowice|93||||
Błędna nazwa ulicy 'ul. ppłk Jana Dunin-Brzeziński'/'jana dunin-brzezinski'|A1962088|32-400|Myślenice|ul. ppłk Jana Dunin-Brzeziński|10|16|||
Błędna nazwa ulicy 'ul. ppor. Łopuskiego'/'ppor. lopuskiego'|A1963571|78-100|Kołobrzeg|ul. ppor. Łopuskiego|29C|7|||
Błędna nazwa ulicy 'ul. Prawiedniki'/'prawiedniki'|A1988654|20-515|Prawiedniki, Lublin|ul. Prawiedniki|117c||||
Błędna nazwa ulicy 'ul. Prof. Janiny Bieniarzówny'/'prof. janiny bieniarzowny'|A1990730|30-382|Kraków|ul. Prof. Janiny Bieniarzówny|6||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. Prof. Krawczyńsk'/'prof. krawczynsk'|A1417091|32-500|CHRZANÓW|ul. Prof. Krawczyńsk|2|8|||
Błędna nazwa ulicy 'ul. Prof. Myczkowskiego'/'prof. myczkowskiego'|A1482694|30-198|KRAKÓW|ul. Prof. Myczkowskiego|15|5|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. prof. S. Myczkowskiego'/'prof. s. myczkowskiego'|A1964424|30-198|Kraków|ul. prof. S. Myczkowskiego|19|27|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. Prof. Zygm. Chylińskiego'/'prof. zygm. chylinskiego'|A1990975|31-231|Kraków|ul. Prof. Zygm. Chylińskiego|27A|2|||
Błędna nazwa ulicy 'ul. Profesora Władysława Konop'/'wladyslawa konop'|A1988570|30-383|Kraków|ul. Profesora Władysława Konop|15|5|||
Błędna nazwa ulicy 'Ul. Prugara Ketlinga'/'prugara ketlinga'|A1412106|38-500|SANOK|Ul. Prugara Ketlinga|18|62|||
Błędna nazwa ulicy 'ul. Przebieczany'/'przebieczany'|A1940921|32-020|Wieliczka|ul. Przebieczany|222||||
Błędna nazwa ulicy 'ul. Przyczyna Dolna'/'przyczyna dolna'|A1406833|76-400|WSCHOWA|ul. Przyczyna Dolna|39||||
Błędna nazwa ulicy 'ul. Przydroże Wielkie'/'przydroze wielkie'|A1939376|48-317|Korfantów|ul. Przydroże Wielkie|25||||
Błędna nazwa ulicy 'ul. Przylep-Lawendowa'/'przylep-lawendowa'|A1937752|66-015|Zielona Góra|ul. Przylep-Lawendowa|1D/3||||
Błędna nazwa ulicy 'ul. R. Krzyżowskich'/'krzyzowskich'|A1416575|43-100|TYCHY|ul. R. Krzyżowskich|62|24|||
Błędna nazwa ulicy 'Ul. R. Krzyżowskich'/'krzyzowskich'|A1391496|43-100|TYCHY|Ul. R. Krzyżowskich|42|36|||
Błędna nazwa ulicy 'ul. Rąbkowa'/'rabkowa'|A1987735|33-312|Tęgoborze|ul. Rąbkowa|53||MAŁOPOLSKIE|NOWOSĄDECKI|ŁOSOSINA DOLNA
Błędna nazwa ulicy 'ul. Rogożno Kolonia'/'rogozno kolonia'|A1849417|22-600|TOMASZÓW LUBELSKI|ul. Rogożno Kolonia|29||||
Błędna nazwa ulicy 'Ul. Rogów Komorniki'/'rogow komorniki'|A1986864|26-503|Mirów|Ul. Rogów Komorniki|160c||||
Błędna nazwa ulicy 'ul. Rokszyce'/'rokszyce'|A1942049|97-371|Wola Krzysztoporska|ul. Rokszyce|82||||
Błędna nazwa ulicy 'ul. Romulada Reguły'/'romulada reguly'|A1988921|33-300|Nowy Sącz|ul. Romulada Reguły|3|19|||
Błędna nazwa ulicy 'ul. Rondo ONZ'/'rondo onz'|A1839430|00-124|WARSZAWA|ul. Rondo ONZ|1||||
Błędna nazwa ulicy 'ul. Rozbórz Długi'/'rozborz dlugi'|A1847310|37-560|PRUCHNIK|ul. Rozbórz Długi|100||||
Błędna nazwa ulicy 'ul. Rozbórz'/'rozborz'|A1990932|37-200|Przeworsk|ul. Rozbórz|629B||||
Błędna nazwa ulicy 'ul. Rozbórz'/'rozborz'|A1989578|37-200|Przeworsk|ul. Rozbórz|260||||
Błędna nazwa ulicy 'ul. Roztoka Wielka'/'roztoka wielka'|A1965057|33-336|Łabowa|ul. Roztoka Wielka|69||||
Błędna nazwa ulicy 'ul. Rusibórz'/'rusiborz'|A1817455|63-012|DOMINOWO|ul. Rusibórz|10|2|||
Błędna nazwa ulicy 'ul. Sarnia Zwola'/'sarnia zwola'|A1842840|27-425|WAŚNIÓW|ul. Sarnia Zwola|6 A||||
Błędna nazwa ulicy 'ul. Sarnówek Duży'/'sarnowek duzy'|A1961363|27-400|Ostrowiec Świętokrzyski|ul. Sarnówek Duży|52||||
Błędna nazwa ulicy 'ul. Sąspów'/'saspow'|A1941867|32-048|Jerzmanowice|ul. Sąspów|144b||||
Błędna nazwa ulicy 'ul. Senisławice'/'senislawice'|A1937534|28-520|Opatowiec|ul. Senisławice|33||||
Błędna nazwa ulicy 'ul. Shovkunenka'/'shovkunenka'|A1991585||Kijów|ul. Shovkunenka|8/20|43|||
Błędna nazwa ulicy 'Ul. Siedlacza'/'siedlacza'|A1415118|43-386|GRODZIEC|Ul. Siedlacza|77|A|||
Błędna nazwa ulicy 'ul. Siedlec'/'siedlec'|A1990624|33-130|Radłów|ul. Siedlec|15||||
Błędna nazwa ulicy 'ul. Siercza'/'siercza'|A1961569|32-020|Wieliczka|ul. Siercza|53A||MAŁOPOLSKIE|WIELICKI|WIELICZKA
Błędna nazwa ulicy 'Ul. Siołkowa'/'siolkowa'|A1390635|33-330|GRYBÓW|Ul. Siołkowa|264||||
Błędna nazwa ulicy 'ul. Sitno'/'sitno'|A1961293|21-560|Międzyrzec Podlaski|ul. Sitno|21||LUBELSKIE|BIALSKI|MIĘDZYRZEC PODLASKI
Błędna nazwa ulicy 'ul. Skroniów'/'skroniow'|A1989453|28-300|Jędrzejów|ul. Skroniów|56a||||
Błędna nazwa ulicy 'ul. Słomków Suchy'/'slomkow suchy'|A1990882|98-285|Wróblew|ul. Słomków Suchy|21||||
Błędna nazwa ulicy 'ul. Sowliny'/'sowliny'|A1395591|34-600|LIMANOWA|ul. Sowliny|26||||
Błędna nazwa ulicy 'ul. Sowliny'/'sowliny'|A1991537|34-600|Limanowa|ul. Sowliny|120||||
Błędna nazwa ulicy 'ul. St. ze Skalbmierza'/'ze skalbmierza'|A1395631|31-436|KRAKÓW|ul. St. ze Skalbmierza|12/|50|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. Staniątki'/'staniatki'|A1942199|32-005|Niepołomice|ul. Staniątki|642||||
Błędna nazwa ulicy 'ul. Stanisławice'/'stanislawice'|A1965068|32-015|Kłaj|ul. Stanisławice|75||||
Błędna nazwa ulicy 'ul. Stare Żukowice 151D'/'stare zukowice'|A1942031|33-151|Nowa Jastrząbka|ul. Stare Żukowice 151D|151D||||
Błędna nazwa ulicy 'ul. Stobiecko Szlacheckie'/'stobiecko szlacheckie'|A1961269|97-561|Ładzice|ul. Stobiecko Szlacheckie|145||||
Błędna nazwa ulicy 'ul. Stradom'/'stradom'|A1416394|31-068|KRAKÓW|ul. Stradom|27D|29|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'ul. Stróże Małe'/'stroze male'|A1987064|38-500|Sanok|ul. Stróże Małe|79||||
Błędna nazwa ulicy 'ul. Strumiany'/'strumiany'|A1941869|73-110|Stargard|ul. Strumiany|4j||||
Błędna nazwa ulicy 'ul. Strumiany'/'strumiany'|A1963098|32-002|Węgrzce Wielkie|ul. Strumiany|101A||||
Błędna nazwa ulicy 'ul. Strzelce'/'strzelce'|A1990103|56-410|Dobroszyce|ul. Strzelce|73b||||
Błędna nazwa ulicy 'ul. Sucha Struga'/'sucha struga'|A1991390|33-343|Rytro|ul. Sucha Struga|24|-|||
Błędna nazwa ulicy 'ul. Suchy Dwór'/'suchy dwor'|A1392429|52-271|WROCŁAW|ul. Suchy Dwór|17||||
Błędna nazwa ulicy 'ul. Sufczyn'/'sufczyn'|A1991104|32-852|Dębno|ul. Sufczyn|496||||
Błędna nazwa ulicy 'ul. Svetlaya'/'svetlaya'|A1987933||Horlówka|ul. Svetlaya|65|4|||
Błędna nazwa ulicy 'ul. Sydzyna'/'sydzyna'|A1991950|28-236|Rytwiany|ul. Sydzyna|13A||||
Błędna nazwa ulicy 'ul. Szamotulska 5 b'/'szamotulska 5 b'|A1717131|62-090|ROKIETNICA|ul. Szamotulska 5 b|5b||||
