STATUS;MIEJSCOWOŒÆ;ULICA;NUMERY;GMINA;POWIAT;WOJEWÓDZTWO;POPRZEDNIO;TERAZ
+;Warszawa (Mokotów);Adama Borkiewicza;;Warszawa;Warszawa;mazowieckie;;00-712
-;Warszawa (Mokotów);Aleja Niepodleg³oœci;46/50-80(p), 49-111(n);Warszawa;Warszawa;mazowieckie;02-626;
+;Warszawa (Mokotów);Aleja Niepodleg³oœci;46/50e-80(p), 49-111(n);Warszawa;Warszawa;mazowieckie;;02-626
+;Warszawa (Mokotów);Ewy Grodeckiej;;Warszawa;Warszawa;mazowieckie;;02-672
+;Warszawa (Mokotów);Koszteli;;Warszawa;Warszawa;mazowieckie;;02-720
-;Warszawa (Praga-Po³udnie);Piotra Skuratowicza;;Warszawa;Warszawa;mazowieckie;03-982;
+;Warszawa (Praga-Pó³noc);Siedlecka;1-13(n);Warszawa;Warszawa;mazowieckie;;03-756
-;Warszawa (Praga-Pó³noc);Siedlecka;1/15-13(n);Warszawa;Warszawa;mazowieckie;03-756;
-;Warszawa (Œródmieœcie);Dzielna;7-7a;Warszawa;Warszawa;mazowieckie;00-154;
+;Warszawa (Œródmieœcie);Dzielna;7-7b;Warszawa;Warszawa;mazowieckie;;00-154
+;Warszawa (Œródmieœcie);Edwarda Fondamiñskiego;;Warszawa;Warszawa;mazowieckie;;00-215
-;Warszawa (Œródmieœcie);Leona Rodala;;Warszawa;Warszawa;mazowieckie;00-215;
-;Warszawa (Œródmieœcie);rondo Rondo Organizacji Narodów Zjednoczonych;;Warszawa;Warszawa;mazowieckie;00-124;
+;Warszawa (Targówek);Pelcowizna;;Warszawa;Warszawa;mazowieckie;;03-202
-;Warszawa (Targówek);Piotra Kartina;;Warszawa;Warszawa;mazowieckie;03-597;
-;Warszawa (Targówek);Sêpoliñska;;Warszawa;Warszawa;mazowieckie;03-779;
-;Warszawa (Targówek);Zgrzebna;;Warszawa;Warszawa;mazowieckie;03-869;
+;Warszawa (Ursynów);Kazimierza Laskowskiego;;Warszawa;Warszawa;mazowieckie;;02-826
+;Warszawa (Wawer);Duñska;;Warszawa;Warszawa;mazowieckie;;03-984
-;Warszawa (Wawer);Dzia³ki Zerzeñ;;Warszawa;Warszawa;mazowieckie;04-871;
+;Warszawa (Wawer);Kopenhaska;;Warszawa;Warszawa;mazowieckie;;03-984
+;Warszawa (Weso³a);Spacerowa;3-10;Warszawa;Warszawa;mazowieckie;;05-075
-;Warszawa (Weso³a);Spacerowa;3-8;Warszawa;Warszawa;mazowieckie;05-075;
+;Warszawa (Wilanów);Urokliwa;;Warszawa;Warszawa;mazowieckie;;02-992
+;Warszawa (W³ochy);Odlotowa;;Warszawa;Warszawa;mazowieckie;;02-231
+;Warszawa (W³ochy);Przylotowa;;Warszawa;Warszawa;mazowieckie;;02-232
-;Warszawa (Wola);Budziszyñska;;Warszawa;Warszawa;mazowieckie;01-261;
+;Warszawa (Wola);"Danuty Siedzikówny ""Inki""";1-7(n);Warszawa;Warszawa;mazowieckie;;01-115
+;Warszawa (Wola);"Danuty Siedzikówny ""Inki""";2-DK(p), 9-DK(n);Warszawa;Warszawa;mazowieckie;;01-449
+;Warszawa (Wola);Ewy Pohoskiej;;Warszawa;Warszawa;mazowieckie;;01-210
-;Warszawa (Wola);Ma³ego Franka;1-7(n);Warszawa;Warszawa;mazowieckie;01-115;
-;Warszawa (Wola);Ma³ego Franka;2-DK(p), 9-DK(n);Warszawa;Warszawa;mazowieckie;01-449;
+;Wodzis³aw Œl¹ski;Bukowa;;Wodzis³aw Œl¹ski;wodzis³awski;œl¹skie;;44-300
+;Wodzis³aw Œl¹ski;Rozwojowa;;Wodzis³aw Œl¹ski;wodzis³awski;œl¹skie;;44-373
+;Wola Mêdrzechowska;;1-6;Mêdrzechów;d¹browski;ma³opolskie;;33-202
+;Wola Mêdrzechowska;;7-DK;Mêdrzechów;d¹browski;ma³opolskie;;33-221
-;Wola Mêdrzechowska;;;Mêdrzechów;d¹browski;ma³opolskie;33-221;
+;Wroc³aw (Wroc³aw-Fabryczna);Legnicka;45;Wroc³aw;Wroc³aw;dolnoœl¹skie;;54-201
-;Wroc³aw (Wroc³aw-Fabryczna);Legnicka;45-45b;Wroc³aw;Wroc³aw;dolnoœl¹skie;54-201;
+;Wroc³aw (Wroc³aw-Fabryczna);Zofii Gostomskiej-Zarzyckiej;;Wroc³aw;Wroc³aw;dolnoœl¹skie;;54-703
+;Wroc³aw (Wroc³aw-Krzyki);Planetarna;;Wroc³aw;Wroc³aw;dolnoœl¹skie;;52-225
+;Wroc³aw (Wroc³aw-Krzyki);Powstañców Œl¹skich;2-124(p);Wroc³aw;Wroc³aw;dolnoœl¹skie;;53-333
-;Wroc³aw (Wroc³aw-Krzyki);Powstañców Œl¹skich;2/4-124(p);Wroc³aw;Wroc³aw;dolnoœl¹skie;53-333;
+;Wroc³aw (Wroc³aw-Psie Pole);Boles³awa Krzywoustego;107-199(n), 110/120-200(p);Wroc³aw;Wroc³aw;dolnoœl¹skie;;51-421
-;Wroc³aw (Wroc³aw-Psie Pole);Boles³awa Krzywoustego;107-199(n), 110-200(p);Wroc³aw;Wroc³aw;dolnoœl¹skie;51-421;
+;Wroc³aw (Wroc³aw-Stare Miasto);Œw. Jana Kapistrana;;Wroc³aw;Wroc³aw;dolnoœl¹skie;;50-156
-;Wroc³aw (Wroc³aw-Stare Miasto);œw. Jana Kapistrana;;Wroc³aw;Wroc³aw;dolnoœl¹skie;50-156;
+;Zabrze;dr. Bronis³awa Hagera;1-DK, 2-28(p);Zabrze;Zabrze;œl¹skie;;41-800
-;Zabrze;dr. Bronis³awa Hagera;1-DK(n), 2-28(p);Zabrze;Zabrze;œl¹skie;41-800;
+;Zabrze;Jana Kasprowicza;1-3(n), 2-6(p), 7-DK;Zabrze;Zabrze;œl¹skie;;41-803
-;Zabrze;Jana Kasprowicza;1-DK;Zabrze;Zabrze;œl¹skie;41-803;
+;Zabrze;Jana Kasprowicza;5;Zabrze;Zabrze;œl¹skie;;41-800
-;Zabrze;Jana Kasprowicza;5-15(n), 8-11;Zabrze;Zabrze;œl¹skie;41-800;
+;Zabrze;Jaœminowa;;Zabrze;Zabrze;œl¹skie;;41-811
+;Zabrze;Johanna Goethego;;Zabrze;Zabrze;œl¹skie;;41-800
+;Zabrze;Józefa Gawrona;;Zabrze;Zabrze;œl¹skie;;41-811
-;Zabrze;Kolejowa;;Zabrze;Zabrze;œl¹skie;41-800;
+;Zabrze;Królowej Jadwigi;;Zabrze;Zabrze;œl¹skie;;41-811
+;Zabrze;Kwarcowa;;Zabrze;Zabrze;œl¹skie;;41-814
+;Zabrze;£¹czna;;Zabrze;Zabrze;œl¹skie;;41-810
+;Zabrze;Makoszowska;1-6;Zabrze;Zabrze;œl¹skie;;41-800
+;Zabrze;Makoszowska;7-DK;Zabrze;Zabrze;œl¹skie;;41-811
+;Zabrze;Ma³a;;Zabrze;Zabrze;œl¹skie;;41-810
+;Zabrze;Olsztyñska;;Zabrze;Zabrze;œl¹skie;;41-810
+;Zabrze;Onyksowa;;Zabrze;Zabrze;œl¹skie;;41-814
+;Zabrze;Oriona;;Zabrze;Zabrze;œl¹skie;;41-818
#;Zabrze;Piekarnicza;1-DK;Zabrze;Zabrze;œl¹skie;41-806;41-807
#;Zabrze;Piekarnicza;1-DK;Zabrze;Zabrze;œl¹skie;41-807;41-806
+;Zabrze;Plutonowego Ryszarda Szkubacza;;Zabrze;Zabrze;œl¹skie;;41-800
+;Zabrze;Przystankowa;;Zabrze;Zabrze;œl¹skie;;41-800
+;Zabrze;Saturna;;Zabrze;Zabrze;œl¹skie;;41-800
+;Zabrze;Szmaragdowa;;Zabrze;Zabrze;œl¹skie;;41-810
+;Zabrze;Tenisowa;;Zabrze;Zabrze;œl¹skie;;41-814
-;Zamoœæ;11 Listopada;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;4 Pu³ku Piechoty Liniowej - Czwartaków;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Adama Mickiewicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Akacjowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Akademicka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Aleje 1-go Maja;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Aleje Jana Paw³a II;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Aleksandra Fredry;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Aleksandra Gierymskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Altanowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Armii Krajowej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Artura Grottgera;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Asnyka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;B. Prusa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Batalionów Ch³opskich;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Bazyliañska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Bernarda Moranda;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;B³onie;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Bohaterów Monte Cassino;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Boles³awa Chrobrego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Boles³awa Krzywoustego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Boles³awa Leœmiana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Botaniczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Braterstwa Broni;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Brzozowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Budowlana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Bukowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Chabrowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ch³odna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Chmielna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Cicha;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ciep³a;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Cisowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Cypriana Kamila Norwida;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Czeremchowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Czes³awa Janczarskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Czes³awa Mi³osza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Dêbowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Dobra;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Dolna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Droga Mêczenników Rotundy;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Dzieci Zamojszczyzny;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Dzielna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Edwarda Dembowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Elizy Orzeszkowej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Emilii Plater;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Fabryczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Feliksa Nowowiejskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Feliksa Wolskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Floriana Szarego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Floriañska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Franciszka Fornalskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Franciszkañska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Fryderyka Szopena;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gabriela Narutowicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gabrieli Zapolskiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Gustawa Orlicz Dreszera;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Józefa Bema;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Józefa Dwernickiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Józefa Wybickiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Kazimierza Pu³askiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Maurycego Haukego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Miko³aja Bo³tucia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. Sowiñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;gen. Walerego Wróblewskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. W³adys³awa Andersa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gen. W³adys³awa Sikorskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Genera³a Franciszka Kleeberga;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Genera³a Stanis³awa Maczka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gêsia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gliniana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;G³ogowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gminna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Górna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Grabowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Graniczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gra¿yny Kierszniewskiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Grecka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Grodzka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Grunwaldzka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Gustawa Dani³owskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Harcerska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Henryka Jordana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Henryka Sienkiewicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Henryka Wieniawskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Hetmana Czarnieckiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Hetmana Jana Zamoyskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Hrubieszowska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ignacego Daszyñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ignacego Moœcickiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ignacego Paderewskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ignacego Witkiewicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Infu³acka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Irysowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jacka Kaczmarskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jacka Malczewskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Brzechwy;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana D³ugosza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Heweliusza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Kasprowicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Kiepury;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Kiliñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Kochanowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Marcina Szancera;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Matejki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jana Zachwatowicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Janiny Poraziñskiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Janowicka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Janusza Korczaka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jaros³awa D¹browskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jasna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jaœminowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jaworowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jesienna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jesionowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Joachima Lelewela;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Joanny ¯ubrowej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jod³owa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Józefa Che³moñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Józefa Ignacego Kraszewskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Juliana Ordona;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Juliana Tuwima;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Juliusza S³owackiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Junacka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Jutrzenki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kalinowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kamienna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Karola i Zdzis³awa K³ossowskich;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Karola Kurpiñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Karola Namys³owskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Karola Szymanowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kasztanowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kazimierza Przerwy Tetmajera;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kazimierza Sochaniewicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kazimierza Wielkiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Klonowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kmicica;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kolegiacka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ko³³¹taja;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Konopna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Konstantego Ildefonsa Ga³czyñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Konwaliowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kornela Makuszyñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kosynierów;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Koszary;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;KoŸmiana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Krasnobrodzka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kresowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Krêta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Królowej Jadwigi;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Krótka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Krucza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Krzysztofa Kamila Baczyñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Krzywa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ks. Jerzego Popie³uszki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ksiêcia Józefa Poniatowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ksiêdza Franciszka Zawiszy;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kwiatowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Kwiatów Polnych;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Lawendowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Lazurowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Legionów;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Leona Jasielskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Leona Wyczó³kowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Leopolda Staffa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Leszczowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Leœna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Letnia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Lipowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Lipska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Listopadowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Lubelska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Lucjana Rydla;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ludowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ludwika Waryñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ludwika Zamenhofa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Lwowska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;£adna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;£anowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;£¹kowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;£êczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;£ubinowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Macieja Topornickiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Majdan;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Makowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Malinowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Malownicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ma³a;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Marii D¹browskiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Marii Konopnickiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Marii Sk³odowskiej-Curie;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Marka Grechuty;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Marsza³ka J. Pi³sudskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Micha³a Bojarczuka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Micha³a Drzyma³y;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Micha³a Kleofasa Ogiñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Micha³a Pieszki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Micha³a Wazowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Mieszka I;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Miko³aja Kopernika;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Miko³aja Reja;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Mi³a;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Miodowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;M³odzie¿owa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;M³yñska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Modrzewiowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Mokra;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Montwi³³a;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Myœliwska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
